batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
49,8547.0357,7790.2853,8547.0357,8496.7424,13727.8355,27675.3889,1499012.9166,22252.2963
50,3408.5126,7712.5408,3408.5126,3368.0511,12887.7065,14178.1050,1527634.9671,10547.2361
51,1614.3993,3668.1414,1614.5764,1714.4212,2417.0625,1984.9290,1559465.2056,1870.7071
52,303.6577,354.3953,303.6577,341.8786,352.4500,347.0519,1593497.0112,334.8253
53,690.2166,879.1775,690.2166,815.8082,786.8977,808.3496,1627134.8976,800.8196
54,668.1153,1390.0360,668.1153,1360.0717,692.6781,678.3126,1658851.7392,693.3614
55,6121.3048,16175.8337,6121.3048,8986.4327,7677.0165,8006.3517,1689917.4133,7556.3073
56,466.9722,10059.2399,466.9722,4112.4741,1618.7628,532.7729,1718564.8979,480.4852
57,2297.7365,6415.7217,2297.7365,6602.0305,2367.9438,2291.6250,1748481.5861,2295.3176
58,206.6107,3525.9858,206.6107,2327.6632,331.5238,251.2509,1781896.4566,258.2596
59,962.5814,1492.7960,962.5814,1188.2512,1304.3167,1383.2574,1816857.2505,1446.6796
60,625.2280,767.2366,625.2280,688.9652,773.6446,870.4688,1844609.3555,919.3955
61,526.5472,665.8551,526.5472,583.4792,653.6949,635.5163,1874402.6466,665.0729
62,1199.1213,2434.8984,1199.1213,1272.6861,1905.6062,1809.7085,1903688.2291,2821.1771
63,5793.2162,17814.6271,5793.2162,14606.3025,6716.5871,9339.6482,1933266.5735,9359.6450
64,2224.1969,11609.2253,2224.1969,4091.6849,3706.4436,2564.8220,1959233.1404,3081.3938
65,2716.9257,10324.9140,2716.9257,5143.7867,2861.9270,2352.0100,1990546.9806,2604.6046
66,1258.7045,2137.3596,1258.7045,1345.6367,1531.5110,1476.6983,2021659.8318,1409.3151
67,77397.9161,26112.0081,77147.9190,33189.0237,101992.4936,108330.2435,2052726.7079,144741.3208
68,2994.0027,100811.1924,2994.0027,109791.1966,9340.7647,14812.9745,2084203.3778,8950.5548
69,3666.5312,101398.9673,3666.5312,82154.9827,8341.1819,4751.2020,2114378.7713,4306.3522
70,722.5919,97801.7096,722.5919,49131.8751,3839.8917,1214.5530,2140736.0674,835.9803
71,1296.8242,86630.3559,1296.8242,30405.4310,4981.4027,1389.3808,2169630.7021,1420.0158
72,2269.7883,82929.1410,2269.7883,26849.0953,6857.2609,2844.4303,2199211.0724,2932.0769
73,705.6118,79043.4804,705.6118,9971.2816,3165.0910,850.4322,2228215.2846,851.5374
74,23854.5687,74509.5649,23836.5971,42453.7330,69437.4531,78439.3018,2258639.2943,72773.9064
75,2919.0403,114510.5279,2919.0403,23870.3961,23041.3029,22663.0032,2288079.1498,27215.1143
76,2895.4618,111410.7294,2895.4618,9319.3669,13519.8270,3472.7080,2322852.6401,3233.3671
77,21848.0500,112829.3420,21848.0500,22851.7743,60010.8974,42221.1746,2351321.3052,46652.6801
78,139174.5062,364305.2061,139174.5062,131267.0407,153103.2154,149602.3861,2376144.2198,143849.3366
79,639.3270,655951.5413,639.3270,4328.3032,6771.8131,925.2983,2407616.3019,985.4202
80,2219.3925,643864.7683,2219.3925,8666.8083,18043.1233,6163.3329,2438203.6284,2861.4087
81,755.5766,638490.6628,755.5766,3393.8767,10310.5454,2368.9947,2470443.6030,777.5796
82,974.3413,630388.0137,976.5393,8875.8387,9623.2204,1172.5421,2499703.3695,1293.3012
83,223.2308,617612.4605,223.2308,8181.8820,4595.6983,267.9776,2527946.9817,267.0225
84,617.5168,603190.5505,617.5168,20406.7352,4817.8725,657.2389,2558736.4622,667.6930
85,1627.6339,587912.3618,1627.6339,6023.0501,22285.8240,1703.4861,2591351.2158,1702.8441
86,775.5959,580823.9504,775.5959,5395.2482,8374.0518,923.8815,2621136.7688,1009.7188
87,3369.4238,578967.1793,3369.4238,48956.7516,26431.0970,4805.0810,2653451.6699,4933.5657
88,642.4850,573539.3617,642.4850,15594.5331,9216.0452,801.0381,2688356.8959,854.3612
89,3024.5377,564509.2714,3024.5377,11606.6750,19410.6126,4163.7343,2721132.6671,5139.7790
90,772.2746,562359.3553,772.2746,1209.7512,8761.3564,981.6038,2748851.3367,1052.4685
91,829.6138,550370.6890,829.6138,3509.7174,11438.6404,917.8132,2779489.8284,922.0168
92,809.0630,540416.2833,809.0630,5295.8621,9354.3905,1012.2796,2806630.9768,962.0125
93,559.1574,529517.7674,719.5783,135844.7965,7689.9487,693.5258,2837520.6308,775.8099
94,298.9180,517364.3683,298.9180,207034.5808,3416.6741,452.2555,2864105.0612,439.9648
95,347.7715,502908.0376,347.7715,179131.6127,2176.4616,378.9433,2891727.0741,390.7877
96,7231.6725,496447.0256,7231.6725,157773.3900,21445.8515,13582.1865,2921325.5688,13134.2540
97,1220.3405,499478.3447,1220.3405,135349.8090,11216.3796,1381.2226,2945262.3039,1262.7359
98,1140.8992,495993.9496,1140.8992,110284.6945,10994.4668,2869.1053,2971717.8361,1735.6800
99,1277.6643,479964.8159,1277.6643,73937.6678,5313.6278,2109.4606,3004265.7079,2781.5240
100,1686.5874,474670.4657,1686.5874,54058.9357,5269.4800,2075.3756,3031462.3898,2144.4617
