arrival_time,job_size
1907653,11
1907739,7
1907874,9
1907884,13
1907893,27
1907947,7
1907978,11
1907979,8
1908021,11
1908105,23
1908184,8
1908187,11
1908197,5
1908203,15
1908220,7
1908232,8
1908242,16
1908247,25
1908248,30
1908261,44
1908262,15
1908291,20
1908305,36
1908308,33
1908326,18
1908335,9
1908369,11
1908380,27
1908381,21
1908427,23
1908429,21
1908433,9
1908465,34
1908503,12
1908531,16
1908538,13
1908584,9
1908587,38
1908594,52
1908647,46
1908650,32
1908779,42
1908788,22
1908809,18
1908844,39
1908848,26
1908862,36
1908913,19
1908954,49
1908957,19
1909016,21
1909030,41
1909039,54
1909042,32
1909053,50
1909158,11
1909167,25
1909199,23
1909216,7
1909221,43
1909258,9
1909262,5
1909312,10
1909328,6
1909433,34
1909437,12
1909445,7
1909459,19
1909466,7
1909468,224
1909481,5120
1909493,41
1909509,8
1909522,13
1909553,36
1909583,10
1909642,8
1909669,8
1909716,5
1909717,13
1909764,5
1909781,7
1909804,6
1909836,9
1909892,5
1909928,37
1909949,25
1909997,50
1910002,7
1910014,9
1910034,12
1910074,8
1910077,24
1910130,46
1910140,9
1910184,10
1910187,10
1910197,20
1910260,8
1910282,25
1910287,5
1910296,43
1910329,10
1910371,76
1910381,12
1910414,89
1910451,7
1910474,11
1910501,31
1910503,216
1910599,36
1910623,11
1910631,18
1910649,18
1910660,32
1910669,36
1910682,11
1910797,7
1910814,7
1910821,9
1910858,8
1910880,5
1910887,87
1910890,14
1910900,82
1910902,8
1910912,6
1910913,16
1910934,20
1910960,10
1910969,5
1911012,11
1911029,28
1911086,8
1911122,12
1911134,11
1911225,42
1911261,12
1911386,34
1911392,13
1911407,182
1911410,64
1911415,21
1911497,13
1911505,32
1911599,50
1911665,8
1911683,35
1911713,22
1911718,12
1911719,17
1911730,49
1911740,7
1911795,7
1911805,12
1911811,46
1911815,16
1911819,5
1911889,11
1911901,49
1911924,6
1911930,6
1911931,22
1911944,6
1911958,9
1911987,9
1911994,14
1911995,73
1912040,15
1912080,6
1912094,8
1912096,8
1912120,6
1912193,11
1912205,6
1912229,5
1912267,7
1912331,9
1912416,48
1912422,8
1912492,10
1912528,5
1912544,19
1912561,40
1912635,25
1912639,22
1912643,61
1912662,21
1912671,38
1912675,23
1912688,18
1912689,22
1912696,20
1912697,8
1912744,38
1912753,10
1912785,13
1912838,23
1912839,19
1912847,18
1912918,18
1912929,12
1912953,11
1912963,10
1912970,44
1912984,7
1913050,11
1913085,11
1913086,13
1913138,6
1913162,6
1913259,7
1913283,7
1913302,13
1913313,15
1913323,19
1913331,10
1913368,10
1913383,11
1913433,8
1913462,164
1913466,5
1913540,10
1913556,162
1913597,9
1913633,19
1913658,18
1913666,12
1913684,9
1913749,49
1913750,9
1913825,20
1913945,21
1914016,53
1914045,12
1914062,11
1914069,11
1914092,10
1914178,24
1914190,9
1914203,19
1914213,33
1914290,56
1914371,38
1914453,19
1914464,14
1914492,27
1914520,10
1914538,9
1914539,327
1914573,7
1914604,5
1914621,31
1914656,9
1914663,18
1914694,44
1914719,15
1914720,29
1914734,20
1914756,18
1914804,19
1914808,9
1914870,7
1914907,6
1914940,53
1914960,7
1914991,10
1915088,10
1915090,29
1915137,20
1915165,104
1915171,29
1915222,14
1915269,32
1915289,23
1915296,8
1915297,9
1915298,25
1915327,16
1915331,12
1915416,10
1915421,7
1915435,5
1915443,7
1915453,6
1915459,34
1915505,8
1915531,11
1915542,43
1915566,6
1915602,33
1915611,6
1915656,7
1915657,7
1915687,6
1915688,12
1915703,25
1915767,25
1915781,14
1915815,11
1915882,47
1915890,21
1915900,28
1915916,26
1915963,28
1916029,25
1916030,29
1916101,53
1916183,74
1916192,14
1916203,28
1916218,15
1916226,8
1916236,8
1916301,23
1916307,10
1916391,5
1916396,17
1916403,6
1916414,5
1916421,10
1916433,6
1916434,8
1916474,33
1916542,7
1916567,6
1916583,11
1916628,12
1916653,11
1916770,7
1916771,6
1916774,5
1916779,4486
1916840,6
1916844,12
1916867,15
1916880,26
1916889,135
1916945,110
1916954,12
1916991,20
1917095,97
1917097,6
1917110,12
1917119,30
1917171,22
1917172,17
1917185,32
1917200,38
1917206,48
1917234,14
1917236,20
1917266,11
1917327,30
1917336,24
1917347,19
1917359,156
1917370,41
1917379,14
1917382,8
1917419,6
1917462,8
1917479,10
1917484,29
1917526,18
1917553,29
1917571,125
1917619,10
1917675,13
1917726,22
1917768,22
1917774,97
1917793,53
1917824,50
1917826,55
1917881,63
1917896,257
1917904,10
1917937,5
1917960,8
1918025,13
1918071,7
1918110,5
1918128,5
1918141,8
1918151,7
1918172,52
1918243,8
1918298,69
1918321,308
1918329,15
1918362,10
1918363,6
1918376,12
1918395,14
1918412,27
1918459,21
1918481,52
1918497,17
1918503,9
1918513,29
1918538,18
1918561,28
1918577,21
1918644,58
1918666,45
1918681,12
1918684,20
1918831,20
1918854,32
1918892,47
1918934,20
1918937,9
1918995,48
1919010,19
1919030,13
1919045,87
1919062,12
1919108,9
1919177,47
1919193,70
1919197,5
1919233,7
1919241,6
1919336,6
1919347,6
1919349,10
1919356,5
1919423,12
1919477,7
1919501,7
1919504,18
1919505,8
1919506,60
1919507,47
1919511,5
1919518,6
1919578,10
1919581,9
1919584,15
1919641,24
1919654,25
1919664,10
1919736,47
1919750,14
1919780,6
1919786,19
1919808,9
1919818,23
1919853,14
1919880,12
1919883,7
1919885,8
1919995,13
1920027,8
1920029,16
1920033,68
1920060,10
1920103,59
1920205,33
1920222,11
1920249,23
1920284,33
1920298,20
1920369,7
1920375,9
1920390,13
1920461,6
1920483,27
1920495,6
1920501,6
1920557,52
1920566,37
1920573,103
1920607,9
1920639,13
1920651,13
1920661,10
1920674,6
1920688,26
1920691,41
1920739,228
1920758,9
1920769,28
1920776,12
1920860,24
1920924,42
1920928,9
1920965,28
1920978,16
1921008,24
1921033,18
1921037,18
1921038,62
1921063,18
1921086,7
1921094,6
1921099,8
1921133,7
1921164,8
1921169,6
1921209,11
1921225,21
1921263,9
1921280,11
1921284,20
1921307,18
1921336,14
1921418,20
1921432,21
1921435,34
1921464,22
1921515,40
1921542,9
1921629,8
1921665,23
1921672,7
1921680,20
1921694,12
1921705,7
1921736,10
1921778,29
1921786,357
1921814,5
1921846,7
1921895,93
1921915,9
1921927,5
1921953,6
1922034,5
1922037,5
1922073,7
1922093,23
1922103,10
1922167,9
1922213,15
1922227,18
1922312,42
1922319,44
1922339,24
1922341,11
1922346,116
1922351,13
1922438,153
1922490,28
1922493,19
1922497,34
1922523,35
1922543,50
1922562,13
1922570,19
1922586,9
1922604,83
1922611,29
1922671,11
1922675,21
1922690,18
1922707,36
1922711,8
1922738,7
1922746,6
1922748,5
1922783,16
1922823,10
1922874,7
1922880,7
1922909,11
1923012,6
1923013,17
1923027,8
1923063,6
1923091,13
1923092,10
1923101,30
1923105,113
1923165,11
1923194,13
1923202,6
1923240,5
1923262,5
1923292,7
1923315,126
1923347,52
1923380,11
1923383,6
1923422,9
1923431,34
1923446,10
1923463,27
1923500,54
1923531,61
1923557,19
1923563,25
1923592,11
1923597,9
1923683,9
1923687,7
1923688,16
1923694,13
1923775,9
1923783,6
1923819,8
1923827,6
1923829,12
1923857,50
1923865,13
1923990,14
1924004,17
1924008,7
1924032,6
1924036,9
1924098,8
1924107,7
1924147,18
1924192,40
1924198,21
1924200,26
1924249,9
1924250,8
1924270,13
1924341,9
1924409,18
1924421,23
1924439,10
1924444,8
1924460,6
1924465,10
1924473,21
1924502,5
1924503,6
1924506,7
1924523,8
1924538,7
1924585,11
1924599,26
1924609,9
1924619,21
1924673,7
1924683,6
1924693,5
1924705,9
1924714,5
1924820,10
1924827,85
1924833,15
1924836,10
1924876,23
1924919,56
1924924,38
1924961,10
1924999,27
1925018,28
1925020,6
1925104,107
1925117,6
1925119,9
1925135,8
1925177,15
1925191,12
1925234,12
1925254,10
1925274,15
1925289,14
1925335,8
1925360,10
1925371,7
1925390,7
1925451,5
1925458,7
1925466,6
1925468,8
1925478,10
1925531,5
1925554,43
1925603,10
1925618,16
1925635,7
1925645,8
1925649,10
1925658,35
1925683,38
1925723,16
1925725,10
1925731,6
1925962,7
1925986,178
1926052,19
1926239,40
1926343,34
1926392,28
1926475,23
1926503,11
1926504,18
1926547,20
1926584,16
1926609,21
1926650,9
1926753,9
1926801,7
1926854,49
1926890,10
1926908,10
1926938,10
1926951,6
1926954,17
1927011,13
1927041,15
1927052,21
1927073,19
1927135,5
1927170,19
1927184,9
1927188,8
1927213,63
1927215,5
1927234,12
1927269,8
1927286,21
1927310,171
1927313,22
1927371,12
1927450,18
1927481,10
1927488,37
1927519,6
1927545,24
1927554,13
1927588,6
1927627,17
1927643,10
1927645,11
1927665,16
1927668,21
1927693,5
1927701,9
1927706,115
1927711,9
1927727,13
1927760,7
1927769,6
1927809,14
1927853,18
1927877,22
1927903,7
1927913,23
1927982,19
1927985,24
1927995,13
1928046,27
1928067,9
1928071,25
1928177,10
1928196,22
1928200,24
1928211,33
1928236,16
1928365,13
1928419,12
1928451,6
1928456,88
1928532,10
1928533,260
1928534,12
1928589,11
1928592,13
1928597,8
1928644,21
1928664,10
1928665,5
1928685,91
1928718,1371
1928722,7
1928774,340
1928775,14
1928822,23
1928823,20
1928836,232
1928853,16
1928861,29
1928943,14
1928952,7
1929097,18
1929139,5
1929167,11
1929179,8
1929182,6
1929189,9
1929215,8
1929257,6
1929273,110
1929327,17
1929401,39
1929429,10
1929487,19
1929555,7
1929562,11
1929565,32
1929592,216
1929623,49
1929636,10
1929706,36
1929723,14
1929766,16
1929789,30
1929796,27
1929836,8
1929847,8
1929890,15
1929904,8
1929908,25
1929920,14
1929999,6
1930022,9
1930030,10
1930076,16
1930080,57
1930087,148
1930231,55
1930243,11
1930289,19
1930294,8
1930330,11
1930437,6
1930447,15
1930534,7
1930569,7
1930578,11
1930599,12
1930606,6
1930650,26
1930652,10
1930728,16
1930762,6
1930778,180
1930842,6
1930843,53
1930858,6
1930863,7
1930907,8
1930950,8
1930958,9
1930987,41
1931021,5
1931061,24
1931085,28
1931287,6
1931309,6
1931356,10
1931357,6
1931362,9
1931363,22
1931383,6
1931396,14
1931466,10
1931481,21
1931551,32
1931564,24
1931569,10
1931571,33
1931647,11
1931652,47
1931655,24
1931659,58
1931687,64
1931699,20
1931760,63
1931824,11
1931920,29
1931940,7
1931959,7
1931975,8
1932033,5
1932038,10
1932063,44
1932065,22
1932103,10
1932156,809
1932163,10
1932173,7
1932284,6
1932305,16
1932365,32
1932395,16
1932426,18
1932451,24
1932499,18
1932509,10
1932513,9
1932591,19
1932598,9
1932620,81
1932687,6
1932692,9
1932745,10
1932753,11
1932780,43
1932797,11
1932819,10
1932847,10
1932855,24
1932863,32
1932889,17
1932904,9
1932923,25
1932957,11
1932959,38
1932966,49
1932998,28
1933055,9
1933058,27
1933067,14
1933070,23
1933145,20
1933159,10
1933240,35
1933244,16
1933262,55
1933341,24
1933394,7
1933405,24
1933413,35
1933426,26
1933454,12
1933505,7
1933517,6
1933518,8
1933523,6
1933535,94
1933543,14
1933620,1372
1933631,329
1933654,10
1933779,10
1933800,11
1933848,36
1933878,22
1933908,13
1933930,28
1933981,12
1933983,10
1934000,16
1934024,26
1934038,33
1934039,48
1934186,10
1934242,31
1934244,33
1934268,9
1934301,20
1934331,10
1934356,13
1934430,12
1934476,13
1934516,11
1934517,44
1934545,19
1934549,14
1934550,46
1934607,12
1934651,140
1934711,37
1934735,15
1934770,8
1934779,9
1934806,29
1934851,5
1934910,5
1934925,37
1934935,5
1934944,6
1934976,5
1934982,64
1934997,19
1935052,9
1935064,81
1935072,57
1935083,27
1935095,5
1935097,6
1935112,6
1935114,15
1935247,7
1935250,5
1935260,8
1935285,24
1935331,5
1935352,8
1935374,5
1935398,6
1935438,15
1935458,6
1935546,20
1935608,12
1935629,14
1935670,6
1935672,189
1935719,7
1935722,6
1935796,7
1935835,7
1935838,9
1935844,21
1935901,7
1935913,8
1935921,60
1935935,11
1936014,13
1936019,5
1936022,6
1936031,9
1936072,23
1936115,71
1936125,7
1936140,21
1936167,16
1936219,10
1936222,10
1936231,12
1936288,7
1936302,10
1936327,28
1936361,7
1936367,49
1936409,9
1936427,38
1936455,133
1936498,17
1936530,6
1936536,6
1936563,12
1936564,11
1936586,81
1936658,22
1936671,44
1936707,9
1936709,19
1936722,37
1936723,19
1936797,19
1936799,9
1936866,11
1936907,15
1936941,7
1936956,15
1936958,28
1936978,10
1936993,14
1936996,7
1937029,6
1937035,53
1937047,7
1937065,9
1937219,8
1937236,114
1937304,22
1937412,8
1937422,7
1937446,7
1937524,14
1937529,8
1937561,20
1937621,13
1937623,6
1937638,8
1937674,24
1937682,10
1937704,6
1937756,16
1937781,9
1937783,10
1937786,7
1937859,14
1937974,6
1937991,28
1938029,13
1938034,11
1938169,9
1938262,46
1938282,25
1938285,130
1938314,7
1938350,34
1938467,533
1938562,11
1938573,24
1938581,21
1938598,46
1938607,12
1938609,11
1938613,30
1938614,38
1938638,8
1938662,17
1938683,5
1938801,9
1938826,13
1938839,39
1938863,10
1938865,11
1938938,6
1939022,15
1939068,9
1939082,9
1939086,6
1939095,7
1939129,24
1939171,7
1939174,27
1939235,5
1939304,7
1939312,10
1939392,95
1939397,8
1939470,9
1939498,44
1939527,18
1939568,26
1939588,74
1939596,21
1939599,43
1939641,15
1939657,7
1939662,22
1939690,32
1939700,21
1939750,10
1939760,49
1939826,44
1939846,89
1939852,6
1939864,18
1939896,10
1939924,24
1939928,21
1939930,15
1939944,30
1939968,12
1939985,19
1940039,9
1940043,12
1940088,7
1940112,32
1940237,11
1940279,7
1940292,5
1940336,11
1940343,5
1940367,5
1940412,8
1940457,5
1940476,5
1940485,125
1940493,5
1940515,21
1940616,5
1940619,7
1940624,74
1940656,9
1940663,7
1940676,7
1940677,36
1940717,20
1940731,14
1940733,53
1940737,54
1940744,47
1940766,10
1940767,17
1940781,8
1940785,13
1940801,10
1940838,8
1940863,22
1940907,19
1940909,10
1940910,5
1941004,9
1941048,5
1941071,9
1941097,9
1941109,12
1941127,7
1941159,10
1941204,14
1941229,8
1941242,199
1941270,19
1941308,11
1941330,27
1941345,23
1941387,47
1941407,30
1941425,9
1941494,13
1941543,8
1941548,5
1941563,6
1941569,18
1941570,28
1941588,25
1941712,7
1941730,10
1941790,16
1941808,21
1941866,51
1941888,14
1941911,9
1941913,25
1941949,23
1941967,13
1941968,26
1942024,10
1942042,12
1942082,11
1942147,23
1942164,19
1942187,13
1942220,16
1942253,12
1942375,15
1942462,28
1942470,28
1942483,26
1942518,12
1942519,5
1942538,41
1942557,6
1942605,6
1942677,5
1942689,5
1942716,5
1942721,14
1942730,9
1942764,5
1942781,9
1942801,17
1942815,9
1942905,11
1942918,7
1942943,7
1942986,10
1943057,6
1943096,9
1943097,7
1943112,143
1943127,19
1943132,6
1943144,7
1943156,6
1943211,15
1943220,10
1943240,8
1943241,22
1943266,11
1943273,8
1943288,13
1943313,12
1943330,11
1943351,9
1943358,14
1943362,23
1943462,20
1943524,20
1943608,11
1943626,20
1943701,21
1943746,20
1943777,26
1943931,12
1943948,16
1943953,11
1943972,7
1943975,24
1943981,29
1943989,7
1944011,5
1944106,7
1944172,5
1944205,33
1944237,5
1944328,6
1944362,6
1944430,7
1944496,33
1944508,9
1944527,9
1944555,6
1944576,25
1944598,9
1944616,10
1944625,8
1944626,10
1944658,93
1944690,14
1944699,8
1944708,5
1944718,86
1944806,23
1944827,6
1944881,139
1944995,20
1945029,8
1945030,8
1945047,9
1945056,29
1945059,27
1945192,12
1945200,9
1945233,13
1945246,12
1945247,10
1945280,12
1945299,20
1945301,36
1945305,22
1945346,28
1945382,25
1945433,7
1945434,13
1945506,14
1945511,10
1945512,15
1945522,26
1945576,6
1945593,6
1945619,9
1945629,6
1945702,6
1945744,12
1945764,7
1945795,12
1946045,7
1946112,35
1946141,6
1946243,72
1946286,6
1946300,5
1946467,11
1946490,12
1946519,7
1946573,7
1946588,18
1946778,19
1946883,331
1946971,11
1946976,8
1946986,12
1947007,29
1947010,10
1947055,21
1947119,36
1947121,32
1947125,22
1947126,9
1947154,8
1947194,20
1947204,34
1947263,10
1947264,44
1947272,12
1947287,6
1947325,7
1947337,28
1947422,7
1947432,10
1947444,9
1947469,16
1947472,9
1947477,25
1947478,28
1947523,45
1947526,29
1947637,56
1947647,40
1947727,22
1947735,21
1947741,24
1947766,42
1947780,9
1947786,29
1947882,10
1947908,49
1947923,10
1947981,11
1948000,217
1948003,18
1948054,28
1948103,50
1948264,14
1948268,11
1948367,12
1948368,13
1948373,12
1948400,54
1948405,7
1948406,9
1948427,11
1948428,10
1948480,16
1948481,7
1948490,7
1948522,5
1948523,6
1948542,8
1948586,186
1948596,7
1948603,17
1948650,64
1948663,31
1948664,46
1948667,31
1948677,26
1948706,40
1948724,50
1948735,18
1948771,9
1948827,31
1948829,11
1948839,10
1948847,9
1948859,8
1948882,14
1948907,5
1948942,9
1948960,6
1948977,178
1949077,9
1949115,5
1949120,12
1949148,8
1949162,7
1949388,85
1949428,6
1949476,6
1949500,34
1949564,6
1949570,8
1949596,24
1949632,10
1949644,16
1949772,36
1949803,23
1949829,56
1949830,22
1949852,36
1949896,32
1949906,11
1949939,9
1949985,34
1949988,27
1950013,36
1950015,44
1950086,32
1950129,36
1950143,7
1950205,16
1950219,12
1950227,27
1950270,5
1950315,8
1950402,5
1950418,10
1950438,6
1950464,18
1950482,7
1950523,5
1950536,9
1950593,9
1950613,10
1950701,13
1950712,20
1950808,18
1950824,90
1950954,20
1951018,13
1951025,11
1951106,28
1951180,8
1951295,23
1951307,8
1951322,7
1951331,10
1951379,30
1951383,9
1951387,8
1951442,28
1951450,26
1951568,30
1951571,13
1951572,25
1951588,71
1951610,10
1951649,19
1951672,9
1951701,18
1951787,23
1951788,51
1951815,27
1951886,13
1951891,17
1951929,12
1951950,22
1951979,14
1951997,27
1952065,401
1952072,14
1952073,27
1952090,7
1952112,9
1952119,6
1952145,9
1952154,20
1952196,34
1952214,13
1952239,5
1952286,5
1952301,9
1952308,227
1952310,9
1952322,8
1952342,374
1952349,11
1952391,8
1952397,13
1952404,6
1952433,21
1952461,18
1952482,7
1952530,6
1952543,12
1952577,7
1952580,9
1952586,13
1952594,7
1952610,48
1952622,25
1952644,19
1952705,104
1952756,17
1952860,9
1952906,68
1952981,20
1953014,21
1953029,6
1953051,12
1953065,16
1953075,34
1953084,6
1953104,13
1953118,62
1953153,83
1953222,16
1953223,21
1953225,12
1953233,33
1953261,34
1953282,48
1953364,37
1953402,13
1953429,31
1953516,12
1953518,9
1953522,19
1953594,23
1953617,25
1953659,18
1953707,12
1953740,55
1953743,18
1953749,20
1953752,9
1953815,10
1953875,28
1953878,7
1953883,6
1953918,11
1953950,7
1953964,12
1953994,13
1954004,6
1954015,17
1954023,11
1954030,17
1954032,6
1954087,7
1954100,5
1954104,12
1954168,19
1954218,32
1954275,24
1954343,9
1954430,51
1954497,10
1954541,34
1954543,17
1954551,16
1954670,20
1954711,13
1954742,19
1954757,49
1954764,12
1954765,9
1954787,12
1954834,6
1954868,9
1954883,10
1954935,7
1954949,26
1954974,23
1954977,15
1954994,18
1955018,57
1955082,13
1955095,19
1955213,355
1955349,7
1955368,10
1955373,77
1955389,18
1955392,28
1955397,20
1955399,25
1955445,24
1955456,10
1955458,57
1955559,80
1955597,58
1955609,35
1955614,11
1955642,35
1955682,26
1955723,41
1955726,21
1955746,21
1955800,24
1955825,8
1955851,8
1955895,16
1955899,75
1955925,6
1955931,9
1956032,18
1956047,7
1956058,9
1956060,517
1956063,30
1956078,7
1956083,10
1956111,7
1956115,6
1956168,7
1956189,7
1956196,14
1956201,8
1956224,6
1956242,16
1956266,34
1956267,24
1956305,20
1956309,24
1956312,18
1956314,34
1956315,9
1956322,20
1956332,25
1956354,62
1956391,27
1956462,9
1956497,19
1956534,17
1956540,19
1956571,9
1956591,25
1956601,7
1956613,60
1956654,7
1956696,15
1956705,13
1956716,12
1956752,60
1956755,9
1956791,41
1956888,6
1956910,8
1956946,10
1956947,32
1956977,14
1957005,14
1957017,11
1957092,44
1957102,18
1957111,67
1957179,8
1957220,7
1957311,9
1957324,13
1957408,7
1957460,9
1957462,18
1957468,9
1957487,9
1957567,8
1957574,51
1957599,12
1957604,9
1957632,12
1957636,8
1957643,7
1957644,10
1957685,11
1957711,8
1957757,10
1957773,10
1957776,13
1957781,15
1957886,31
1957895,9
1957947,25
1958035,18
1958056,19
1958064,33
1958083,28
1958088,37
1958111,21
1958116,31
1958137,30
1958196,10
1958263,21
1958265,24
1958290,25
1958311,58
1958344,24
1958349,18
1958360,10
1958362,27
1958363,20
1958368,24
1958396,29
1958557,25
1958580,31
1958611,92
1958617,9
1958650,221
1958697,15
1958704,10
1958712,6
1958718,16
1958743,9
1958764,11
1958892,5
1958972,71
1959004,10
1959042,11
1959074,19
1959076,5
1959099,6
1959140,15
1959165,11
1959179,12
1959202,22
1959272,12
1959314,11
1959315,8
1959324,18
1959372,8
1959412,7
1959476,107
1959483,7
1959500,6
1959510,15
1959520,14
1959542,22
1959543,33
1959545,18
1959611,50
1959614,36
1959667,37
1959720,34
1959940,30
1959955,22
1959960,12
1959964,22
1959978,15
1960032,8
1960041,6
1960090,12
1960107,18
1960119,33
1960139,19
1960148,58
1960168,33
1960195,55
1960201,23
1960218,12
1960225,62
1960248,9
1960300,20
1960305,24
1960316,20
1960359,13
1960413,29
1960421,39
1960458,25
1960518,34
1960527,26
1960588,40
1960618,30
1960682,42
1960685,29
1960739,51
1960747,16
1960797,23
1960808,8
1960824,29
1960926,6
1960933,26
1960972,18
1961022,13
1961032,9
1961091,16
1961131,16
1961180,20
1961191,14
1961243,27
1961298,7
1961299,8
1961322,21
1961346,15
1961353,29
1961363,24
1961397,17
1961426,51
1961433,47
1961472,35
1961543,14
1961551,19
1961592,10
1961594,21
1961598,9
1961607,27
1961622,23
1961772,39
1961785,64
1961799,19
1961821,281
1961854,84
1961864,9
1961865,15
1961871,8
1961897,19
1961955,29
1961985,9
1962070,18
1962113,101
1962133,38
1962143,6
1962184,8
1962226,8
1962244,11
1962270,7
1962277,15
1962368,5
1962405,9
1962410,8
1962442,6
1962472,240
1962497,11
1962504,7
1962514,539
1962523,9
1962598,42
1962616,6
1962704,6
1962710,18
1962725,7
1962737,9
1962797,8
1962871,19
1962875,10
1962883,9
1962963,35
1962993,65
1963010,7
1963011,57
1963051,14
1963095,9
1963096,6
1963185,8
1963234,6
1963272,23
1963283,50
1963311,22
1963321,54
1963348,13
1963350,29
1963355,9
1963357,33
1963399,21
1963501,18
1963561,120
1963652,22
1963803,51
1963822,25
1963835,21
1963888,16
1963917,54
1963942,166
1964004,22
1964037,38
1964059,10
1964061,84
1964068,116
1964085,26
1964117,11
1964228,12
1964280,8
1964294,6
1964305,12
1964308,9
1964314,15
1964356,24
1964390,40
1964404,13
1964450,112
1964515,10
1964532,23
1964567,17
1964600,13
1964602,7
1964631,31
1964663,21
1964678,17
1964679,100
1964701,9
1964719,12
1964793,8
1964799,14
1964808,10
1964813,7
1964820,6
1964847,21
1964863,33
1964874,9
1964875,6
1964903,5
1964919,8
1964928,15
1964934,23
1964968,5
1964995,15
1965006,6
1965010,8
1965022,71
1965088,13
1965115,6
1965124,11
1965159,15
1965187,154
1965188,79
1965194,25
1965290,90
1965298,52
1965309,27
1965310,11
1965326,24
1965366,192
1965389,8
1965391,5
1965421,23
1965466,5
1965485,6
1965486,6
1965554,8
1965572,7
1965624,12
1965631,7
1965642,23
1965661,5
1965800,6
1965830,17
1965840,8
1965858,74
1965859,186
1965865,6
1965890,10
1965905,5
1965963,6
1965977,5
1966004,8
1966072,6
1966155,7
1966196,6
1966207,16
1966213,7
1966217,44
1966227,26
1966260,6
1966263,14
1966292,6
1966301,18
1966389,7
1966473,12
1966503,12
1966517,5
1966610,24
1966668,16
1966672,8
1966684,31
1966713,18
1966726,16
1966727,5
1966739,14
1966763,27
1966764,9
1966774,8
1966800,19
1966820,31
1966824,21
1966859,10
1966876,19
1966918,42
1966919,30
1966923,9
1966932,14
1966938,24
1966941,8
1967024,12
1967051,9
1967061,10
1967063,21
1967090,9
1967111,9
1967288,7
1967291,32
1967351,21
1967374,30
1967378,11
1967401,10
1967404,18
1967414,19
1967463,49
1967482,12
1967483,28
1967501,6
1967519,15
1967628,12
1967701,51
1967753,28
1967771,20
1967784,11
1967790,8
1967791,21
1967837,15
1967861,18
1968047,9
1968083,43
1968122,12
1968143,6
1968160,9
1968173,7
1968181,13
1968202,9
1968208,73
1968220,9
1968257,6
1968261,9
1968270,7
1968275,6
1968280,8
1968331,7
1968359,7
1968373,10
1968376,9
1968396,8
1968452,9
1968456,6
1968462,89
1968523,6
1968526,10
1968616,7
1968671,6
1968728,14
1968736,8
1968759,7
1968773,7
1968781,11
1968874,9
1968927,124
1968932,25
1968953,34
1969010,21
1969029,38
1969043,9
1969050,18
1969133,46
1969162,54
1969216,28
1969354,64
1969433,65
1969478,7
1969517,19
1969546,45
1969605,211
1969614,10
1969703,9
1969712,11
1969730,8
1969770,22
1969784,10
1969836,12
1969840,21
1969875,61
1969876,6
1969899,335
1969943,15
1969961,19
1970002,16
1970030,6
1970049,5
1970054,5
1970073,63
1970153,23
1970158,9
1970241,29
1970248,18
1970333,22
1970382,31
1970412,18
1970514,27
1970580,12
1970601,10
1970605,19
1970629,17
1970663,11
1970721,7
1970762,12
1970774,33
1970862,212
1970872,25
1970873,8
1970876,22
1970936,6
1970950,7
1970968,8
1971094,5
1971114,6
1971146,8
1971154,13
1971184,52
1971191,9
1971222,27
1971243,19
1971266,9
1971275,29
1971278,50
1971360,69
1971389,7
1971405,9
1971456,9
1971510,18
1971523,22
1971546,19
1971547,13
1971602,7
1971615,8
1971632,5
1971694,15
1971700,9
1971743,8
1971744,9
1971755,21
1971831,30
1971853,7
1971866,11
1971868,44
1972015,20
1972048,23
1972060,9
1972089,17
1972107,10
1972128,17
1972146,42
1972166,9
1972174,58
1972208,9
1972218,228
1972244,455
1972274,5
1972288,7
1972290,71
1972325,11
1972350,9
1972359,24
1972383,9
1972396,9
1972408,11
1972423,18
1972443,97
1972454,22
1972484,19
1972554,54
1972630,36
1972646,25
1972647,10
1972698,18
1972700,18
1972731,9
1972732,110
1972739,14
1972765,11
1972811,30
1972812,10
1972818,14
1972858,6
1972873,9
1972874,11
1972879,296
1972881,13
1972897,8
1972925,9
1972936,30
1972968,8
1972975,51
1972976,11
1972984,6
1972985,7
1972996,5
1973073,7
1973110,158
1973126,37
1973137,23
1973199,8
1973212,26
1973226,8
1973243,10
1973249,10
1973256,7
1973380,10
1973389,13
1973449,9
1973453,9
1973460,9
1973467,78
1973483,10
1973485,14
1973492,11
1973519,25
1973547,8
1973575,10
1973612,6
1973630,7
1973668,25
1973671,27
1973688,8
1973689,19
1973709,39
1973720,19
1973738,20
1973776,18
1973784,101
1973785,7
1973805,6
1973927,6
1974025,7
1974029,11
1974054,24
1974070,5
1974113,6
1974129,55
1974134,55
1974138,27
1974158,5
1974166,5
1974233,34
1974285,70
1974358,13
1974442,5
1974480,6
1974586,46
1974588,5
1974620,6
1974650,11
1974674,24
1974802,55
1974888,5
1975056,6
1975059,30
1975086,13
1975109,18
1975110,22
1975118,18
1975174,9
1975286,21
1975324,36
1975365,19
1975396,10
1975410,7
1975421,16
1975429,18
1975433,19
1975506,18
1975512,14
1975528,18
1975593,24
1975608,26
1975650,19
1975709,25
1975715,18
1975717,74
1975728,14
1975729,25
1975777,7
1975827,8
1975872,7
1975898,7
1976027,13
1976030,13
1976057,16
1976066,17
1976089,5
1976093,8
1976103,8
1976108,43
1976133,7
1976160,9
1976183,21
1976203,7
1976210,69
1976332,10
1976392,6
1976427,8
