L,H,bp_parms,arrival_rate,arithmetic,value
7.918,512.0,L7.918/H512,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8948194830058391
5.649,4096.0,L5.649/H4096,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,0.3792443865933951
4.073,262144.0,L4.073/H262144,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1091926836221364
16.772,64.0,L16.772/H64,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,2.636448146084033
7.918,512.0,L7.918/H512,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,1.12248492083987
5.649,4096.0,L5.649/H4096,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4419397716611094
4.073,262144.0,L4.073/H262144,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1582648535486897
16.772,64.0,L16.772/H64,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,2.7337854965269144
7.918,512.0,L7.918/H512,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9952710533083948
5.649,4096.0,L5.649/H4096,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4047481990899628
4.073,262144.0,L4.073/H262144,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1702509345687097
16.772,64.0,L16.772/H64,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,1.4656746015896462
7.918,512.0,L7.918/H512,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9575730391858218
5.649,4096.0,L5.649/H4096,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,0.3979249673760194
4.073,262144.0,L4.073/H262144,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,0.119279120957217
16.772,64.0,L16.772/H64,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9662479863378836
7.918,512.0,L7.918/H512,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9073460202271106
5.649,4096.0,L5.649/H4096,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4016030090237743
4.073,262144.0,L4.073/H262144,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1245997140084572
16.772,64.0,L16.772/H64,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9128803210186952
7.918,512.0,L7.918/H512,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8946828168815123
5.649,4096.0,L5.649/H4096,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.389769205978606
4.073,262144.0,L4.073/H262144,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1528934669530756
16.772,64.0,L16.772/H64,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8472372641233904
7.918,512.0,L7.918/H512,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8708505821339217
5.649,4096.0,L5.649/H4096,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.3550786609838114
4.073,262144.0,L4.073/H262144,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1032499241112646
16.772,64.0,L16.772/H64,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8334294539136863
7.918,512.0,L7.918/H512,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8555219688802763
5.649,4096.0,L5.649/H4096,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.3766990751418471
4.073,262144.0,L4.073/H262144,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1395421418451893
