checkpoint_time,algorithm,fcfs_score,rmlf_score,rmlf_ratio,fcfs_ratio
28032,RMLF,1227112.4689479754,259473.8380026196,88.1,11.9
28096,RMLF,1227112.4689479754,233554.95420235765,88.1,11.9
28160,RMLF,1227112.4689479754,210222.12544878855,88.2,11.8
28224,RMLF,1227112.4689479754,189817.9129039097,88.2,11.8
28288,RMLF,1227112.4689479754,174236.6216135187,88.2,11.8
28352,RMLF,1227112.4689479754,166532.45945216683,88.2,11.8
28416,RMLF,1227112.4689479754,157898.96350695015,88.3,11.7
28480,RMLF,1227112.4689479754,150257.06715625513,88.3,11.7
28544,RMLF,1227112.4689479754,143413.36044062962,88.3,11.7
28608,RMLF,1227112.4689479754,168834.02439656667,88.3,11.7
28672,RMLF,1227112.4689479754,162314.22195691,88.4,11.6
28736,RMLF,1227112.4689479754,167546.799761219,88.4,11.6
28800,RMLF,1227112.4689479754,176458.78645176376,88.4,11.6
28864,RMLF,1227112.4689479754,174747.74113992075,88.4,11.6
28928,RMLF,1227112.4689479754,214893.96702592866,88.5,11.5
28992,RMLF,1227112.4689479754,261265.5703233358,88.5,11.5
29056,RMLF,1227112.4689479754,313240.01329100225,88.5,11.5
29120,RMLF,1227112.4689479754,326370.761961902,88.5,11.5
29184,RMLF,1227112.4689479754,393165.6857657118,88.6,11.4
29248,RMLF,1227112.4689479754,571481.1171891406,88.6,11.4
29312,RMLF,1227112.4689479754,593733.3388035599,88.6,11.4
29376,RMLF,1227112.4689479754,621344.004923204,88.6,11.4
29440,RMLF,1227112.4689479754,701962.6044308835,88.7,11.3
29504,RMLF,1227112.4689479754,735132.0106544618,88.7,11.3
29568,RMLF,1227112.4689479754,828928.8095890157,88.7,11.3
29632,RMLF,1227112.4689479754,907455.4286301141,88.7,11.3
29696,RMLF,1227112.4689479754,857890.0524337693,88.8,11.2
29760,RMLF,1227112.4689479754,854349.713857059,88.8,11.2
29824,RMLF,1227112.4689479754,821547.1424713532,88.8,11.2
29888,RMLF,1227112.4689479754,809330.6782242178,88.8,11.2
29952,RMLF,1227112.4689479754,761679.1818303675,88.9,11.1
30016,RMLF,1227112.4689479754,749997.9303139974,88.9,11.1
30080,RMLF,1227112.4689479754,685801.5372825977,88.9,11.1
30144,RMLF,1227112.4689479754,617606.7168876714,88.9,11.1
30208,RMLF,1227112.4689479754,556822.0451989042,89.0,11.0
30272,RMLF,1227112.4689479754,504694.3406790138,89.0,11.0
30336,RMLF,1227112.4689479754,456451.30661111244,89.0,11.0
30400,RMLF,1227112.4689479754,417282.6759500012,89.0,11.0
30464,RMLF,1227112.4689479754,381556.74168833444,89.1,10.9
30528,RMLF,1227112.4689479754,354673.067519501,89.1,10.9
30592,RMLF,1227112.4689479754,333561.7607675509,89.1,10.9
30656,RMLF,1227112.4689479754,315011.0846907958,89.1,10.9
30720,RMLF,1227112.4689479754,296539.9762217162,89.1,10.9
30784,RMLF,1227112.4689479754,276774.7785995446,89.2,10.8
30848,RMLF,1227112.4689479754,275820.30073959014,89.2,10.8
30912,RMLF,1227112.4689479754,279064.77066563116,89.2,10.8
30976,RMLF,1227112.4689479754,265128.69359906804,89.2,10.8
31040,RMLF,1227112.4689479754,264735.4909058279,89.3,10.7
31104,RMLF,1227112.4689479754,267063.60848191177,89.3,10.7
31168,RMLF,1227112.4689479754,334757.24763372063,89.3,10.7
31232,RMLF,1227112.4689479754,404954.5228703486,89.3,10.7
31296,RMLF,1227112.4689479754,392899.07058331376,89.3,10.7
31360,RMLF,1227112.4689479754,383884.6635249824,89.4,10.6
31424,RMLF,1227112.4689479754,353841.6971724842,89.4,10.6
31488,RMLF,1227112.4689479754,371289.5274552358,89.4,10.6
31552,RMLF,1227112.4689479754,391088.5747097122,89.4,10.6
31616,RMLF,1227112.4689479754,372340.0505720743,89.5,10.5
31680,RMLF,1227112.4689479754,351922.5455148669,89.5,10.5
31744,RMLF,1227112.4689479754,354744.2909633802,89.5,10.5
31808,RMLF,1227112.4689479754,346438.8618670422,89.5,10.5
31872,RMLF,1227112.4689479754,350526.475680338,89.5,10.5
31936,RMLF,1227112.4689479754,335880.3281123042,89.6,10.4
32000,RMLF,1227112.4689479754,387892.2953010738,89.6,10.4
32064,RMLF,1227112.4689479754,438799.06577096647,89.6,10.4
32128,RMLF,1227112.4689479754,426194.15919386985,89.6,10.4
32192,RMLF,1227112.4689479754,416536.0766078162,89.6,10.4
32256,RMLF,1227112.4689479754,426935.4689470346,89.7,10.3
32320,RMLF,1227112.4689479754,411901.17205233115,89.7,10.3
32384,RMLF,1227112.4689479754,407584.0548470981,89.7,10.3
32448,RMLF,1227112.4689479754,404931.6493623883,89.7,10.3
32512,RMLF,1227112.4689479754,424827.98442614946,89.7,10.3
32576,RMLF,1227112.4689479754,450021.1859835345,89.8,10.2
32640,RMLF,1227112.4689479754,479851.067385181,89.8,10.2
32704,RMLF,1227112.4689479754,485409.29397999623,89.8,10.2
32768,RMLF,1227112.4689479754,490462.69791532995,89.8,10.2
32832,RMLF,1227112.4689479754,527859.4281237969,89.8,10.2
32896,RMLF,1227112.4689479754,535751.4853114173,89.9,10.1
32960,RMLF,1227112.4689479754,541047.0034469422,89.9,10.1
33024,RMLF,1227112.4689479754,671710.303102248,89.9,10.1
33088,RMLF,1227112.4689479754,797499.2727920233,89.9,10.1
33152,RMLF,1227112.4689479754,918901.345512821,89.9,10.1
33216,RMLF,1227112.4689479754,1036355.210961539,90.0,10.0
33280,RMLF,1227112.4689479754,1150255.6898653852,90.0,10.0
33344,RMLF,1227112.4689479754,1260958.1208788469,90.0,10.0
33408,FCFS,1199205.222053178,1260958.1208788469,89.8,10.2
33472,FCFS,1141588.69984786,1260958.1208788469,89.7,10.3
33536,FCFS,1093829.829863074,1260958.1208788469,89.5,10.5
33600,FCFS,1054942.8468767665,1260958.1208788469,89.3,10.7
