checkpoint_time,algorithm,fcfs_score,rmlf_score,rmlf_ratio,fcfs_ratio
3424,FCFS,1297.3416232445602,16467.577589220615,22.6,77.4
3456,FCFS,3503.607460920104,16467.577589220615,22.4,77.6
3488,FCFS,7642.246714828094,16467.577589220615,22.2,77.8
3520,FCFS,14611.022043345285,16467.577589220615,22.0,78.0
3552,FCFS,25308.919839010756,16467.577589220615,21.8,78.2
3584,RMLF,25308.919839010756,32549.819830298555,22.5,77.5
3616,FCFS,46650.027855109685,32549.819830298555,22.3,77.7
3648,RMLF,46650.027855109685,36292.50451393537,23.0,77.0
3680,RMLF,46650.027855109685,38661.50406254183,23.7,76.3
3712,RMLF,46650.027855109685,39162.103656287654,24.3,75.7
3744,RMLF,46650.027855109685,40597.89329065889,25.0,75.0
3776,RMLF,46650.027855109685,42416.103961593,25.6,74.4
3808,RMLF,46650.027855109685,50926.4935654337,26.3,73.7
3840,FCFS,55761.02506959872,50926.4935654337,26.1,73.9
3872,RMLF,55761.02506959872,60633.84420889033,26.7,73.3
3904,FCFS,50998.589229305515,60633.84420889033,26.4,73.6
3936,FCFS,45912.730306374964,60633.84420889033,26.2,73.8
3968,FCFS,41321.45727573747,60633.84420889033,26.0,74.0
4000,FCFS,37207.31154816372,60633.84420889033,25.8,74.2
4032,FCFS,33837.58039334735,60633.84420889033,25.6,74.4
4064,FCFS,32193.822354012616,60633.84420889033,25.4,74.6
4096,FCFS,30358.10678527802,60633.84420889033,25.2,74.8
4128,FCFS,29514.29610675022,60633.84420889033,25.0,75.0
4160,FCFS,33913.86649607519,60633.84420889033,24.8,75.2
4192,FCFS,42506.47984646767,60633.84420889033,24.6,75.4
4224,FCFS,55362.83186182091,60633.84420889033,24.4,75.6
4256,FCFS,59438.04867563882,60633.84420889033,24.2,75.8
4288,FCFS,78859.24380807494,60633.84420889033,24.1,75.9
4320,RMLF,78859.24380807494,91680.4597880013,24.6,75.4
4352,FCFS,121389.31942726744,91680.4597880013,24.4,75.6
4384,RMLF,121389.31942726744,146306.41380920116,25.0,75.0
4416,FCFS,187312.3874845407,146306.41380920116,24.8,75.2
4448,RMLF,187312.3874845407,225616.77242828105,25.4,74.6
4480,FCFS,280197.1487360867,225616.77242828105,25.2,74.8
4512,RMLF,280197.1487360867,243196.4285187863,25.7,74.3
4544,RMLF,280197.1487360867,255841.45233357433,26.2,73.8
4576,RMLF,280197.1487360867,267587.30710021686,26.8,73.2
4608,RMLF,280197.1487360867,299302.0763901952,27.3,72.7
4640,FCFS,377905.433862478,299302.0763901952,27.1,72.9
4672,RMLF,377905.433862478,337948.36875117564,27.6,72.4
4704,RMLF,377905.433862478,456029.5318760581,28.1,71.9
4736,FCFS,511794.89047623024,456029.5318760581,27.9,72.1
4768,RMLF,511794.89047623024,457987.5786884523,28.4,71.6
4800,RMLF,511794.89047623024,443250.6541529404,28.9,71.1
4832,RMLF,511794.89047623024,439065.33873764635,29.3,70.7
4864,RMLF,511794.89047623024,470949.8048638817,29.8,70.2
4896,RMLF,511794.89047623024,444280.1577108269,30.3,69.7
4928,RMLF,511794.89047623024,422092.8086064109,30.7,69.3
4960,RMLF,511794.89047623024,443338.5277457698,31.2,68.8
4992,RMLF,511794.89047623024,420991.67497119284,31.6,68.4
5024,RMLF,511794.89047623024,388850.67414074024,32.1,67.9
5056,RMLF,511794.89047623024,359631.1067266662,32.5,67.5
5088,RMLF,511794.89047623024,323866.3293873329,32.9,67.1
5120,RMLF,511794.89047623024,291497.6964485996,33.3,66.7
5152,RMLF,511794.89047623024,262411.4268037397,33.8,66.2
5184,RMLF,511794.89047623024,236390.2841233657,34.2,65.8
5216,RMLF,511794.89047623024,212751.25571102914,34.6,65.4
5248,RMLF,511794.89047623024,191544.13013992622,35.0,65.0
5280,RMLF,511794.89047623024,172389.7171259336,35.4,64.6
5312,RMLF,511794.89047623024,155294.74541334022,35.8,64.2
5344,RMLF,511794.89047623024,140588.2708720062,36.1,63.9
5376,RMLF,511794.89047623024,128326.44378480558,36.5,63.5
5408,RMLF,511794.89047623024,118326.79940632502,36.9,63.1
5440,RMLF,511794.89047623024,109296.61946569252,37.3,62.7
5472,RMLF,511794.89047623024,99045.62418578994,37.6,62.4
5504,RMLF,511794.89047623024,89157.06176721095,38.0,62.0
5536,RMLF,511794.89047623024,81489.35559048985,38.4,61.6
5568,RMLF,511794.89047623024,73915.08669810754,38.7,61.3
5600,RMLF,511794.89047623024,66551.57802829679,39.1,60.9
5632,RMLF,511794.89047623024,60052.42022546711,39.4,60.6
5664,RMLF,511794.89047623024,54086.51153625374,39.8,60.2
5696,RMLF,511794.89047623024,48751.860382628365,40.1,59.9
5728,RMLF,511794.89047623024,43882.67434436553,40.4,59.6
5760,RMLF,511794.89047623024,40649.40690992898,40.8,59.2
5792,RMLF,511794.89047623024,38234.46621893608,41.1,58.9
5824,RMLF,511794.89047623024,35766.519597042476,41.4,58.6
5856,RMLF,511794.89047623024,33157.36763733823,41.8,58.2
5888,RMLF,511794.89047623024,29841.630873604412,42.1,57.9
5920,RMLF,511794.89047623024,26912.46778624397,42.4,57.6
5952,RMLF,511794.89047623024,24221.221007619573,42.7,57.3
5984,RMLF,511794.89047623024,21876.098906857616,43.0,57.0
6016,RMLF,511794.89047623024,19729.989016171854,43.3,56.7
6048,RMLF,511794.89047623024,17762.49011455467,43.6,56.4
6080,RMLF,511794.89047623024,16004.241103099203,43.9,56.1
6112,RMLF,511794.89047623024,14418.816992789283,44.2,55.8
6144,RMLF,511794.89047623024,13664.935293510354,44.5,55.5
6176,RMLF,511794.89047623024,12419.941764159319,44.8,55.2
6208,RMLF,511794.89047623024,11673.947587743387,45.1,54.9
6240,RMLF,511794.89047623024,10896.052828969048,45.4,54.6
6272,RMLF,511794.89047623024,9842.447546072144,45.6,54.4
6304,RMLF,511794.89047623024,8900.20279146493,45.9,54.1
6336,RMLF,511794.89047623024,8010.182512318437,46.2,53.8
6368,RMLF,511794.89047623024,7209.164261086594,46.5,53.5
6400,RMLF,511794.89047623024,6498.747834977935,46.7,53.3
6432,RMLF,511794.89047623024,5851.873051480142,47.0,53.0
6464,RMLF,511794.89047623024,5400.019079665461,47.3,52.7
6496,RMLF,511794.89047623024,4896.017171698914,47.5,52.5
6528,RMLF,511794.89047623024,4856.915454529023,47.8,52.2
6560,RMLF,511794.89047623024,6825.22390907612,48.0,52.0
6592,RMLF,511794.89047623024,10072.20151816851,48.3,51.7
6624,RMLF,511794.89047623024,18136.981366351658,48.5,51.5
6656,RMLF,511794.89047623024,17508.533229716493,48.8,51.2
6688,RMLF,511794.89047623024,15757.679906744845,49.0,51.0
6720,RMLF,511794.89047623024,14181.911916070361,49.3,50.7
6752,RMLF,511794.89047623024,12864.054057796659,49.5,50.5
6784,RMLF,511794.89047623024,11902.648652016993,49.8,50.2
6816,RMLF,511794.89047623024,10959.883786815293,50.0,50.0
6848,RMLF,511794.89047623024,9863.895408133763,50.2,49.8
6880,RMLF,511794.89047623024,9173.505867320388,50.5,49.5
6912,RMLF,511794.89047623024,8659.65528058835,50.7,49.3
6944,RMLF,511794.89047623024,8488.023085862847,50.9,49.1
6976,RMLF,511794.89047623024,8374.88744394323,51.2,48.8
7008,RMLF,511794.89047623024,10689.398699548907,51.4,48.6
7040,RMLF,511794.89047623024,13824.458829594016,51.6,48.4
7072,RMLF,511794.89047623024,18722.012946634615,51.8,48.2
7104,RMLF,511794.89047623024,18596.311651971155,52.0,48.0
7136,RMLF,511794.89047623024,24719.68048677404,52.3,47.7
7168,RMLF,511794.89047623024,27557.212438096634,52.5,47.5
7200,RMLF,511794.89047623024,37992.49119428697,52.7,47.3
7232,RMLF,511794.89047623024,42335.74207485827,52.9,47.1
7264,RMLF,511794.89047623024,48306.667867372445,53.1,46.9
7296,RMLF,511794.89047623024,47566.8010806352,53.3,46.7
7328,RMLF,511794.89047623024,48405.45430590502,53.5,46.5
7360,RMLF,511794.89047623024,50136.90887531452,53.7,46.3
7392,RMLF,511794.89047623024,51591.884654449736,53.9,46.1
7424,RMLF,511794.89047623024,66112.69618900475,54.1,45.9
7456,RMLF,511794.89047623024,81229.42657010429,54.3,45.7
7488,RMLF,511794.89047623024,81165.81724642719,54.5,45.5
7520,RMLF,511794.89047623024,81733.90218845115,54.7,45.3
7552,RMLF,511794.89047623024,82398.01196960603,54.9,45.1
7584,RMLF,511794.89047623024,79239.71077264543,55.1,44.9
7616,RMLF,511794.89047623024,74133.9896953809,55.3,44.7
7648,RMLF,511794.89047623024,77428.5907258428,55.5,44.5
7680,RMLF,511794.89047623024,72750.48165325852,55.6,44.4
7712,RMLF,511794.89047623024,71705.43348793266,55.8,44.2
7744,RMLF,511794.89047623024,78290.8901391394,56.0,44.0
7776,RMLF,511794.89047623024,86237.80112522547,56.2,43.8
7808,RMLF,511794.89047623024,86548.52101270293,56.4,43.6
7840,RMLF,511794.89047623024,84410.66891143264,56.6,43.4
7872,RMLF,511794.89047623024,93521.60202028939,56.7,43.3
7904,RMLF,511794.89047623024,102800.44181826044,56.9,43.1
7936,RMLF,511794.89047623024,103015.3976364344,57.1,42.9
7968,RMLF,511794.89047623024,100199.19120612429,57.3,42.7
8000,RMLF,511794.89047623024,114696.27208551187,57.4,42.6
8032,RMLF,511794.89047623024,107670.47821029401,57.6,42.4
8064,RMLF,511794.89047623024,120614.43038926461,57.8,42.2
8096,RMLF,511794.89047623024,120950.98735033815,57.9,42.1
8128,RMLF,511794.89047623024,134740.88861530434,58.1,41.9
8160,RMLF,511794.89047623024,135218.7997537739,58.3,41.7
8192,RMLF,511794.89047623024,136662.9197783965,58.4,41.6
8224,RMLF,511794.89047623024,138339.12780055683,58.6,41.4
8256,RMLF,511794.89047623024,154636.21502050117,58.8,41.2
8288,RMLF,511794.89047623024,149665.59351845106,58.9,41.1
8320,RMLF,511794.89047623024,166587.03416660597,59.1,40.9
8352,RMLF,511794.89047623024,150615.99741661202,59.2,40.8
8384,RMLF,511794.89047623024,135554.39767495083,59.4,40.6
8416,RMLF,511794.89047623024,121998.95790745576,59.5,40.5
8448,RMLF,511794.89047623024,109827.06211671018,59.7,40.3
8480,RMLF,511794.89047623024,98852.85590503916,59.8,40.2
8512,RMLF,511794.89047623024,89102.57031453525,60.0,40.0
8544,RMLF,511794.89047623024,80450.97994974839,60.2,39.8
8576,RMLF,511794.89047623024,72405.88195477355,60.3,39.7
8608,RMLF,511794.89047623024,65165.2937592962,60.4,39.6
8640,RMLF,511794.89047623024,58648.76438336658,60.6,39.4
8672,RMLF,511794.89047623024,52811.38794502992,60.7,39.3
8704,RMLF,511794.89047623024,47683.24915052693,60.9,39.1
8736,RMLF,511794.89047623024,44416.92423547424,61.0,39.0
8768,RMLF,511794.89047623024,41573.56514526015,61.2,38.8
8800,RMLF,511794.89047623024,41003.70863073414,61.3,38.7
8832,RMLF,511794.89047623024,38544.00443432739,61.5,38.5
8864,RMLF,511794.89047623024,35643.103990894655,61.6,38.4
8896,RMLF,511794.89047623024,32078.79359180519,61.7,38.3
8928,RMLF,511794.89047623024,28876.914232624673,61.9,38.1
8960,RMLF,511794.89047623024,26000.222809362207,62.0,38.0
8992,RMLF,511794.89047623024,23400.200528425987,62.1,37.9
9024,RMLF,511794.89047623024,21074.180475583387,62.3,37.7
9056,RMLF,511794.89047623024,18966.76242802505,62.4,37.6
9088,RMLF,511794.89047623024,17070.086185222546,62.5,37.5
9120,RMLF,511794.89047623024,15377.077566700293,62.7,37.3
9152,RMLF,511794.89047623024,13866.869810030264,62.8,37.2
9184,RMLF,511794.89047623024,12480.182829027239,62.9,37.1
9216,RMLF,511794.89047623024,11232.164546124515,63.1,36.9
9248,RMLF,511794.89047623024,10149.448091512064,63.2,36.8
9280,RMLF,511794.89047623024,10126.503282360858,63.3,36.7
9312,RMLF,511794.89047623024,10610.186287458106,63.4,36.6
9344,RMLF,511794.89047623024,10184.767658712295,63.6,36.4
9376,RMLF,511794.89047623024,9166.290892841065,63.7,36.3
9408,RMLF,511794.89047623024,8249.661803556959,63.8,36.2
9440,RMLF,511794.89047623024,7443.6956232012635,63.9,36.1
9472,RMLF,511794.89047623024,6715.65939421447,64.1,35.9
9504,RMLF,511794.89047623024,6044.093454793023,64.2,35.8
9536,RMLF,511794.89047623024,5439.684109313721,64.3,35.7
9568,RMLF,511794.89047623024,4906.215698382349,64.4,35.6
9600,RMLF,511794.89047623024,4415.594128544114,64.5,35.5
9632,RMLF,511794.89047623024,3974.034715689703,64.7,35.3
9664,RMLF,511794.89047623024,3631.6312441207324,64.8,35.2
9696,RMLF,511794.89047623024,3524.4681197086593,64.9,35.1
9728,RMLF,511794.89047623024,3233.0213077377934,65.0,35.0
9760,RMLF,511794.89047623024,2909.719176964014,65.1,34.9
9792,RMLF,511794.89047623024,2740.7472592676127,65.2,34.8
9824,RMLF,511794.89047623024,3538.6725333408513,65.4,34.6
9856,RMLF,511794.89047623024,3922.805280006766,65.5,34.5
9888,RMLF,511794.89047623024,3530.52475200609,65.6,34.4
9920,RMLF,511794.89047623024,3232.4722768054808,65.7,34.3
9952,RMLF,511794.89047623024,3008.225049124933,65.8,34.2
9984,RMLF,511794.89047623024,2724.40254421244,65.9,34.1
10016,RMLF,511794.89047623024,2569.712289791196,66.0,34.0
10048,RMLF,511794.89047623024,2967.7410608120763,66.1,33.9
10080,RMLF,511794.89047623024,4259.466954730869,66.2,33.8
10112,RMLF,511794.89047623024,4085.5202592577816,66.3,33.7
10144,RMLF,511794.89047623024,3716.301566665337,66.5,33.5
10176,RMLF,511794.89047623024,3344.671409998803,66.6,33.4
10208,RMLF,511794.89047623024,3010.204268998923,66.7,33.3
10240,RMLF,511794.89047623024,2736.6838420990307,66.8,33.2
10272,RMLF,511794.89047623024,2484.015457889128,66.9,33.1
10304,RMLF,511794.89047623024,2270.613912100215,67.0,33.0
10336,RMLF,511794.89047623024,2061.5525208901936,67.1,32.9
10368,RMLF,511794.89047623024,1855.3972688011743,67.2,32.8
10400,RMLF,511794.89047623024,1687.857541921057,67.3,32.7
10432,RMLF,511794.89047623024,1553.0717877289512,67.4,32.6
10464,RMLF,511794.89047623024,1496.7646089560562,67.5,32.5
10496,RMLF,511794.89047623024,1753.0881480604507,67.6,32.4
10528,RMLF,511794.89047623024,1686.4459999210724,67.7,32.3
10560,RMLF,511794.89047623024,1517.801399928965,67.8,32.2
10592,RMLF,511794.89047623024,2030.0212599360686,67.9,32.1
10624,RMLF,511794.89047623024,2020.219133942462,68.0,32.0
10656,RMLF,511794.89047623024,1818.1972205482157,68.1,31.9
10688,RMLF,511794.89047623024,1768.8774984933941,68.2,31.8
10720,RMLF,511794.89047623024,1730.323081977388,68.3,31.7
10752,RMLF,511794.89047623024,1575.2907737796493,68.4,31.6
10784,RMLF,511794.89047623024,1428.2616964016843,68.5,31.5
10816,RMLF,511794.89047623024,1285.4355267615158,68.5,31.5
10848,RMLF,511794.89047623024,1256.8919740853642,68.6,31.4
10880,RMLF,511794.89047623024,1298.8694433434946,68.7,31.3
10912,RMLF,511794.89047623024,1745.4824990091452,68.8,31.2
10944,RMLF,511794.89047623024,3097.9342491082307,68.9,31.1
10976,RMLF,511794.89047623024,5339.640824197408,69.0,31.0
11008,RMLF,511794.89047623024,5950.676741777667,69.1,30.9
11040,RMLF,511794.89047623024,7023.1090675999,69.2,30.8
11072,RMLF,511794.89047623024,6573.79816083991,69.3,30.7
11104,RMLF,511794.89047623024,6275.41834475592,69.4,30.6
11136,RMLF,511794.89047623024,6678.376510280328,69.5,30.5
11168,RMLF,511794.89047623024,7038.872192585629,69.5,30.5
11200,RMLF,511794.89047623024,6474.984973327066,69.6,30.4
11232,RMLF,511794.89047623024,6072.819809327692,69.7,30.3
11264,RMLF,511794.89047623024,6650.537828394923,69.8,30.2
11296,RMLF,511794.89047623024,7607.817378888764,69.9,30.1
11328,RMLF,511794.89047623024,8517.035640999888,70.0,30.0
11360,RMLF,511794.89047623024,9984.665410233232,70.1,29.9
11392,RMLF,511794.89047623024,14154.69886920991,70.1,29.9
11424,RMLF,511794.89047623024,19955.728982288918,70.2,29.8
11456,RMLF,511794.89047623024,24626.822750726693,70.3,29.7
11488,RMLF,511794.89047623024,47975.14047565403,70.4,29.6
11520,RMLF,511794.89047623024,53998.29309475529,70.5,29.5
11552,RMLF,511794.89047623024,85161.46378527976,70.6,29.4
11584,RMLF,511794.89047623024,83865.31740675178,70.6,29.4
11616,RMLF,511794.89047623024,82881.78566607661,70.7,29.3
11648,RMLF,511794.89047623024,83333.10709946895,70.8,29.2
11680,RMLF,511794.89047623024,82068.79638952206,70.9,29.1
11712,RMLF,511794.89047623024,86603.41675056986,71.0,29.0
11744,RMLF,511794.89047623024,84443.57507551287,71.0,29.0
11776,RMLF,511794.89047623024,90414.71756796159,71.1,28.9
11808,RMLF,511794.89047623024,97283.24581116543,71.2,28.8
11840,RMLF,511794.89047623024,99027.25456338222,71.3,28.7
11872,RMLF,511794.89047623024,96607.029107044,71.4,28.6
11904,RMLF,511794.89047623024,102816.3261963396,71.4,28.6
11936,RMLF,511794.89047623024,102426.19357670564,71.5,28.5
11968,RMLF,511794.89047623024,102911.07421903509,71.6,28.4
12000,RMLF,511794.89047623024,104628.96679713158,71.7,28.3
12032,RMLF,511794.89047623024,102240.7367840851,71.7,28.3
12064,RMLF,511794.89047623024,106423.16310567659,71.8,28.2
12096,RMLF,511794.89047623024,113226.84679510894,71.9,28.1
12128,RMLF,511794.89047623024,109242.96211559806,72.0,28.0
12160,RMLF,511794.89047623024,109628.33257070492,72.0,28.0
12192,RMLF,511794.89047623024,110472.99931363443,72.1,27.9
12224,RMLF,511794.89047623024,111965.69938227099,72.2,27.8
12256,RMLF,511794.89047623024,127086.1294440439,72.3,27.7
12288,RMLF,511794.89047623024,129187.0164996395,72.3,27.7
12320,RMLF,511794.89047623024,126711.98151634223,72.4,27.6
12352,RMLF,511794.89047623024,125741.45003137468,72.5,27.5
12384,RMLF,511794.89047623024,150253.30502823723,72.5,27.5
12416,RMLF,511794.89047623024,148644.64119208016,72.6,27.4
12448,RMLF,511794.89047623024,177214.17707287215,72.7,27.3
12480,RMLF,511794.89047623024,183101.75936558493,72.8,27.2
12512,RMLF,511794.89047623024,180463.58342902645,72.8,27.2
12544,RMLF,511794.89047623024,207121.2250861238,72.9,27.1
12576,RMLF,511794.89047623024,201025.76924417808,73.0,27.0
12608,RMLF,511794.89047623024,180941.19231976027,73.0,27.0
12640,RMLF,511794.89047623024,162868.07308778426,73.1,26.9
12672,RMLF,511794.89047623024,146803.26577900583,73.2,26.8
12704,RMLF,511794.89047623024,132136.93920110524,73.2,26.8
12736,RMLF,511794.89047623024,118923.24528099471,73.3,26.7
12768,RMLF,511794.89047623024,107132.25408622857,73.4,26.6
12800,RMLF,511794.89047623024,96419.02867760572,73.4,26.6
12832,RMLF,511794.89047623024,86777.12580984515,73.5,26.5
12864,RMLF,511794.89047623024,78132.41322886063,73.6,26.4
12896,RMLF,511794.89047623024,70337.17190597457,73.6,26.4
12928,RMLF,511794.89047623024,63325.95471537711,73.7,26.3
12960,RMLF,511794.89047623024,57015.859243839404,73.8,26.2
12992,RMLF,511794.89047623024,51392.27331945547,73.8,26.2
13024,RMLF,511794.89047623024,47717.04598750992,73.9,26.1
13056,RMLF,511794.89047623024,43639.34138875893,74.0,26.0
13088,RMLF,511794.89047623024,41748.407249883036,74.0,26.0
13120,RMLF,511794.89047623024,40362.06652489473,74.1,25.9
13152,RMLF,511794.89047623024,40919.859872405264,74.1,25.9
13184,RMLF,511794.89047623024,38249.27388516474,74.2,25.8
13216,RMLF,511794.89047623024,34995.846496648264,74.3,25.7
13248,RMLF,511794.89047623024,31496.261846983438,74.3,25.7
13280,RMLF,511794.89047623024,28394.635662285094,74.4,25.6
13312,RMLF,511794.89047623024,25565.672096056587,74.5,25.5
13344,RMLF,511794.89047623024,23119.10488645093,74.5,25.5
13376,RMLF,511794.89047623024,20960.194397805837,74.6,25.4
13408,RMLF,511794.89047623024,19063.924958025254,74.6,25.4
13440,RMLF,511794.89047623024,17226.53246222273,74.7,25.3
13472,RMLF,511794.89047623024,15569.879216000458,74.8,25.2
13504,RMLF,511794.89047623024,14117.891294400411,74.8,25.2
13536,RMLF,511794.89047623024,12739.10216496037,74.9,25.1
13568,RMLF,511794.89047623024,11465.191948464333,74.9,25.1
13600,RMLF,511794.89047623024,10339.6727536179,75.0,25.0
13632,RMLF,511794.89047623024,10158.70547825611,75.1,24.9
13664,RMLF,511794.89047623024,9231.0349304305,75.1,24.9
13696,RMLF,511794.89047623024,8546.43143738745,75.2,24.8
13728,RMLF,511794.89047623024,7857.454960315372,75.2,24.8
13760,RMLF,511794.89047623024,7071.709464283835,75.3,24.7
13792,RMLF,511794.89047623024,6742.538517855452,75.3,24.7
13824,RMLF,511794.89047623024,6310.284666069907,75.4,24.6
13856,RMLF,511794.89047623024,5697.58953279625,75.5,24.5
13888,RMLF,511794.89047623024,5430.830579516625,75.5,24.5
13920,RMLF,511794.89047623024,4918.247521564963,75.6,24.4
