L,H,bp_parms,arrival_rate,arithmetic,value
5.649,4096.0,L5.649/H4096,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4282152817826166
4.073,262144.0,L4.073/H262144,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,0.0581493469353218
16.772,64.0,L16.772/H64,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9804498780332628
7.918,512.0,L7.918/H512,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.990213367513564
5.649,4096.0,L5.649/H4096,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.394191705145699
4.073,262144.0,L4.073/H262144,0.025,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1005626389014354
16.772,64.0,L16.772/H64,0.05,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999568
7.918,512.0,L7.918/H512,0.05,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999938
5.649,4096.0,L5.649/H4096,0.05,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000069
4.073,262144.0,L4.073/H262144,0.05,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999974
16.772,64.0,L16.772/H64,0.04545,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999636
7.918,512.0,L7.918/H512,0.04545,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0
5.649,4096.0,L5.649/H4096,0.04545,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999716
4.073,262144.0,L4.073/H262144,0.04545,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999748
16.772,64.0,L16.772/H64,0.0416,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999472
7.918,512.0,L7.918/H512,0.0416,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999998934
5.649,4096.0,L5.649/H4096,0.0416,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999914
4.073,262144.0,L4.073/H262144,0.0416,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999998438
16.772,64.0,L16.772/H64,0.0385,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999971
7.918,512.0,L7.918/H512,0.0385,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000926
5.649,4096.0,L5.649/H4096,0.0385,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999212
4.073,262144.0,L4.073/H262144,0.0385,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.000000000000019
16.772,64.0,L16.772/H64,0.036,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999076
7.918,512.0,L7.918/H512,0.036,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999991016
5.649,4096.0,L5.649/H4096,0.036,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999998765
4.073,262144.0,L4.073/H262144,0.036,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999888
16.772,64.0,L16.772/H64,0.033,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999518
7.918,512.0,L7.918/H512,0.033,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999904
5.649,4096.0,L5.649/H4096,0.033,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999997532
4.073,262144.0,L4.073/H262144,0.033,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000422
16.772,64.0,L16.772/H64,0.03123,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000782
7.918,512.0,L7.918/H512,0.03123,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999997462
5.649,4096.0,L5.649/H4096,0.03123,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999996972
4.073,262144.0,L4.073/H262144,0.03123,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.000000000000032
16.772,64.0,L16.772/H64,0.029,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000002216
7.918,512.0,L7.918/H512,0.029,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.999999999999942
5.649,4096.0,L5.649/H4096,0.029,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.000000000000031
4.073,262144.0,L4.073/H262144,0.029,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999374
16.772,64.0,L16.772/H64,0.028,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999997412
7.918,512.0,L7.918/H512,0.028,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999688
5.649,4096.0,L5.649/H4096,0.028,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999658
4.073,262144.0,L4.073/H262144,0.028,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.000000000000017
16.772,64.0,L16.772/H64,0.026,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.000000000000018
7.918,512.0,L7.918/H512,0.026,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999218
5.649,4096.0,L5.649/H4096,0.026,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000001033
4.073,262144.0,L4.073/H262144,0.026,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000937
16.772,64.0,L16.772/H64,0.025,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000415
7.918,512.0,L7.918/H512,0.025,PRMLFQ_L2_Norm/FCFS_L2_Norm,0.9999999999999788
5.649,4096.0,L5.649/H4096,0.025,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000000506
4.073,262144.0,L4.073/H262144,0.025,PRMLFQ_L2_Norm/FCFS_L2_Norm,1.0000000000001068
