arrival_time,job_size
5376,57
5383,21
5403,52
5421,11
5427,10
5526,49
5584,24
5592,37
5603,29
5633,191
5651,37
5666,24
5748,20
5760,17
5806,18
5811,14
5941,44
5983,16
6006,44
6018,101
6056,50
6063,24
6079,13
6097,14
6100,14
6131,32
6133,57
6148,232
6188,22
6206,197
6285,6
6294,17
6345,24
6361,111
6383,69
6384,10
6396,46
6412,57
6442,28
6471,20
6568,27
6584,662
6591,104
6610,45
6643,2602
6644,23
6716,45
6746,35
6802,27
6830,61
6851,10
6907,57
6925,34
6939,69
6942,19
6947,8
6976,96
6988,33
7014,7
7106,10
7108,17
7207,49
7221,10
7254,13
7275,16
7345,65
7346,13
7350,61
7401,23
7440,14
7455,40
7457,8
7466,44
7497,64
7523,18
7564,61
7567,26
7582,41
7587,48
7594,111
7633,7
7638,59
7666,300
7690,10
7707,27
7714,45
7727,15
7791,151
7799,62
7812,14
7825,9
7828,20
7846,16
7898,36
7909,89
7916,44
7923,14
7928,15
7958,144
7977,41
7995,28
8024,7
8056,12
8075,75
8122,15
8152,10
8165,6
8170,27
8181,21
8212,64
8221,6
8272,39
8310,217
8320,21
8335,14
8385,21
8391,21
8402,11
8427,6
8442,45
8481,22
8487,34
8538,57
8553,20
8636,64
8676,19
8688,106
8692,22
8700,153
8712,28
8721,24
8725,15
8744,3315
8766,9
8786,63
8846,96
8871,23
8918,63
8920,18
8967,20
9026,25
9036,10
9055,13
9078,16
9103,10
9113,51
9150,26
9155,15
9159,58
9182,21
9223,6
9230,57
9247,12
9268,66
9303,13
9325,58
9334,21
9340,40
9381,65
9439,31
9460,96
9478,59
9494,6
9517,149
9576,55
9601,19
9633,17
9659,120
9683,15
9684,14
9701,63
9706,262
9738,21
9741,22
9747,61
9748,565
9776,26
9788,40
9818,34
9819,40
9944,14
9985,19
10005,29
10038,147
10040,57
10046,39
10076,21
10102,12
10104,35
10156,5
10191,5
10199,6
10200,69
10252,6
10299,59
10315,54
10322,80
10351,35
10369,25
10377,69
10418,57
10441,63
10563,25
10587,16
10645,1075
10646,51
10651,15
10681,40
10697,10
10732,27
10739,8
10756,12
10792,5
10827,36
10837,28
10880,17
10943,54
10966,38
10968,33
10976,12
11022,6
11039,14
11046,40
11048,140
11066,7
11115,15
11123,57
11173,37
11210,43
11227,25
11255,21
11288,21
11333,62
11344,594
11383,27
11401,58
11423,39
11507,56
11511,19
11610,9
11644,27
11663,60
11687,59
11720,17
11753,74
11824,35
11825,48
11847,96
12046,20
12047,30
12048,429
12080,19
12167,21
12190,17
12191,41
12226,14
12235,5
12241,59
12248,9
12261,52
12267,23
12302,50
12359,21
12405,301
12416,33
12443,37
12448,13
12455,12
12489,47
12534,25
12538,25
12576,30
12587,18
12646,94
12647,13
12770,8
12781,30
12817,40
12853,68
12878,20
12986,33
12989,64
13087,313
13127,59
13135,19
13227,26
13264,41
13283,41
13366,60
13403,22
13429,24
13443,31
13453,20
13459,30
13501,37
13513,25
13515,60
13521,35
13539,23
13540,60
13544,42
13545,10
13551,13
13598,43
13646,131
13741,51
13763,60
13866,11
13879,27
13899,19
13906,30
13984,5
13985,25
13987,10
13989,21
14057,22
14072,50
14082,24
14096,17
14228,76
14229,83
14245,43
14259,44
14267,68
14292,15
14305,61
14311,204
14317,32
14319,19
14365,9
14395,33
14420,19
14448,75
14507,13
14538,11
14556,56
14568,38
14597,28
14612,7
14712,27
14733,287
14735,5
14743,38
14756,14
14836,38
14865,36
14876,23
14906,16
14938,57
14950,58
14962,20
14981,45
14987,14
14993,638
15036,30
15047,17
15066,136
15091,60
15095,97
15101,15
15105,14
15106,28
15107,17
15175,9
15176,40
15203,29
15241,23
15246,33
15266,6
15276,14
15279,16
15381,26
15421,16
15438,26
15542,61
15543,10
15625,29
15626,6
15633,420
15634,26
15642,6
15663,22
15693,57
15717,49
15738,7
15789,20
15855,57
15908,45
15956,25
16027,235
16043,62
16044,2979
16052,110
16104,13
16119,21
16123,12
16132,38
16194,21
16253,212
16265,21
16405,12
16427,33
16455,90
16490,90
16491,56
16497,38
16512,74
16513,372
16590,60
16591,29
16598,42
16618,23
16623,145
16697,59
16714,114
16794,13
16857,40
16868,8
16881,26
16904,64
16944,6
17039,64
17102,29
17184,83
17209,23
17256,9
17285,15
17288,57
17290,14
17307,89
17346,47
17347,18
17355,42
17377,18
17419,5
17428,21
17442,19
17444,25
17460,23
17469,78
17495,313
17504,18
17538,18
17663,51
17689,61
17737,45
17759,107
17781,120
17786,50
17807,47
17825,21
17856,32
17872,6
17945,17
17958,24
17997,48
18003,16
18056,1421
18080,66
18104,12
18140,107
18198,23
18223,28
18235,21
18294,16
18295,29
18319,26
18323,25
18339,94
18373,24
18447,51
18477,11
18572,16
18576,15
18579,46
18633,42
18727,19
18728,125
18755,17
18761,26
18893,61
18899,15
18912,24
18924,18
18960,64
19017,34
19019,63
19030,20
19107,6
19133,19
19141,24
19176,7
19177,9
19238,72
19264,21
19294,61
19315,6
19316,32
19383,22
19389,17
19437,33
19448,32
19485,18
19487,128
19513,13
19514,59
19527,5
19539,19
19556,82
19616,14
19711,21
19716,14
19750,17
19762,18
19782,89
19789,25
19833,31
19841,78
19860,59
19875,5988
19891,42
19945,28
19979,58
20067,14
20087,9
20111,28
20113,26
20123,35
20124,45
20202,85
20222,223
20223,28
20281,30
20293,25
20295,18
20333,46
20382,10
20430,33
20431,35
20445,22
20450,43
20457,57
20477,13
20504,22
20564,10
20574,11
20585,31
20603,21
20614,49
20621,13
20644,13
20660,64
20713,77
20716,10
20784,12
20842,70
20866,18
20907,10
20917,59
20964,18
20983,22
21017,33
21027,33
21052,20
21123,103
21151,15
21170,67
21215,22
21221,16
21307,36
21318,6
21338,25
21361,50
21371,77
21430,22
21536,6
21557,28
21569,490
21584,38
21603,13
21617,61
21670,55
21673,150
21693,10
21695,26
21696,8
21759,15
21764,11
21769,75
21840,72
21872,20
21885,61
21890,30
22003,55
22011,51
22034,12
22062,12
22135,26
22136,40
22175,33
22181,44
22200,26
22213,62
22225,22
22236,15
22240,75
22276,41
22296,34
22297,17
22330,41
22389,17
22401,28
22417,13
22423,5
22432,57
22507,28
22528,41
22529,58
22557,19
22665,69
22698,5515
22721,99
22754,19
22770,29
22840,13
22890,28
22914,148
22967,21
22973,60
22982,60
23044,25
23049,45
23057,14
23088,60
23096,25
23240,44
23299,12
23300,6
23347,16
23408,14
23459,29
23460,54
23476,21
23488,122
23500,73
23511,16
23570,58
23615,18
23648,26
23662,17
23697,18
23720,10
23738,33
23755,61
23785,9
23792,8
23808,35
23809,22
23830,10
23915,20
23946,168
23947,20
24002,36
24019,24
24083,81
24092,103
24121,25
24125,59
24217,52
24234,86
24240,16
24278,13
24279,94
24282,60
24283,1102
24303,13
24308,59
24310,55
24326,13
24417,25
24487,59
24501,24
24514,8
24524,33
24528,44
24554,24
24581,68
24592,22
24669,17
24707,60
24708,44
24730,30
24738,57
24780,36
24781,43
24797,39
24809,14
24818,22
24821,23
24832,5
24869,62
24876,366
24889,12
24891,20
24919,16
24920,54
24921,10
24932,25
24949,21
24985,55
25026,45
25031,34
25068,7
25080,13
25091,62
25117,32
25159,63
25209,40
25232,20
25235,48
25364,58
25365,36
25369,444
25373,108
25390,132
25453,8
25466,6
25488,13
25497,12
25551,61
25554,32
25572,5
25616,11
25643,417
25669,9
25701,672
25764,356
25803,13
25820,52
25824,137
25845,16
25874,38
25903,88
25957,80
25958,20
26182,25
26226,14
26251,74
26281,36
26304,24
26307,8
26313,50
26343,21
26350,18
26354,59
26361,73
26362,64
26405,15
26430,16
26478,20
26486,57
26517,17
26527,18
26556,24
26559,149
26636,13
26646,24
26688,59
26743,13
26789,15
26796,52
26808,97
26840,57
26867,28
26872,62
26902,17
26924,57
26935,23
26975,29
26983,185
26984,103
26999,23
27002,32
27004,13
27010,16
27035,31
27050,91
27076,1446
27112,83
27122,21
27150,5
27203,19
27233,9
27264,68
27281,17
