batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
31,16889.9732,3340.8363,16889.9732,16282.1305,6206.5461,47130.3747,940882.1821,126196.3172
32,30898.7089,6116.3165,30898.7089,30858.5791,11441.3425,47651.2934,970467.8556,119974.9280
33,34052.9224,6276.5436,29919.9770,34048.5119,10397.3880,46262.9293,1001799.0913,85621.9247
34,22361.7254,7419.6443,22361.7254,22351.6847,13457.5177,42832.5498,1031628.0644,76887.7270
35,3033.1925,6901.2826,3033.1925,2969.2578,11299.6081,15669.5679,1061727.5329,57160.9469
36,4480.9760,3582.3318,4480.9760,4278.7491,6222.3503,17406.6426,1095513.1259,63438.0625
37,22292.5049,5638.1243,22292.5049,22098.0060,10983.5257,39662.7517,1123212.9627,63216.6039
38,34284.6418,7555.1060,34300.7110,33267.8906,14384.8087,55978.3232,1151790.5603,60859.8363
39,6119.0585,10289.4496,6119.0585,6127.5396,17402.3644,25729.5564,1180128.5551,34200.8157
40,6757.8246,6617.6297,7569.0139,7064.2811,11010.0306,24763.3892,1213241.9435,34703.0268
41,19028.5651,7014.9049,19815.3995,18915.6646,13285.2737,32940.3298,1243243.6153,39430.1076
42,12889.8550,9185.3771,12995.9434,12835.7960,16379.4313,31095.9139,1271492.2183,18730.2829
43,3681.3849,8188.2837,4014.0290,3565.8594,13909.5705,19886.8075,1303390.6812,12290.0380
44,7644.7986,4960.9013,7645.8107,7576.9989,8246.9354,17239.9180,1335841.6379,14485.3641
45,4543.9298,4727.8474,4543.9298,4355.5243,8212.7458,12596.4887,1365587.7041,8323.4168
46,2111.4360,1837.7630,2112.3705,1452.5392,2658.2682,3203.9210,1398747.8452,15311.8934
47,14911.6231,5084.3805,14911.6231,14819.8089,9659.3236,21610.1111,1426407.3307,29483.1810
48,8271.5619,6889.3220,8271.5619,8161.7094,11638.2439,20074.4531,1454852.5109,17007.1785
49,2483.2058,4809.7755,2483.2058,2394.5407,7849.6302,8069.2367,1485927.8303,8015.4087
50,4954.9251,3563.3323,4954.9251,4810.4032,6064.6177,8588.5724,1517464.3554,9803.7492
51,1082.1585,2094.9339,1082.1585,1863.8340,1307.2165,1373.3496,1549783.7517,1311.6333
52,1799.2359,5045.2839,1799.2359,4773.0834,1860.4258,1827.2504,1579354.4387,1844.7192
53,387.2067,496.0887,387.2067,422.4370,479.7520,460.4302,1612805.2216,491.6706
54,1188.9735,2042.8529,1188.9735,1747.9517,1362.7164,1428.9878,1642688.8188,1372.2678
55,553.0362,795.6802,553.0362,638.4238,722.3974,729.6273,1676423.2637,682.8887
56,442.5607,593.9150,442.5607,568.9007,546.5025,591.1776,1708948.9558,612.9209
57,11590.2884,29793.0383,11590.2884,10465.9818,18716.5269,60603.5085,1740048.2917,73395.5111
58,2033.5565,30080.7277,2033.5565,24018.7759,4920.3477,2113.3440,1774545.5365,2116.4482
59,73180.3501,69447.5687,73077.3576,13393.9897,89883.1850,102001.0424,1803842.9108,102811.9782
60,415.0651,88808.0942,415.0651,4633.7538,1616.4470,458.2587,1833738.1583,477.1865
61,31199.8480,102147.0539,31199.8480,91291.8538,54041.7987,55007.5557,1861168.0362,56374.3412
62,38804.4334,124067.7389,38778.5357,96588.2602,80228.4684,93555.8948,1888168.0219,77575.6653
63,9716.9255,178497.5330,9714.8112,53856.5850,28162.2373,23073.6987,1916980.1555,26179.3021
64,2001.7310,175429.8073,2001.7607,21175.3502,14950.1446,2452.2537,1945917.8793,2318.0207
65,462.0195,169292.5815,462.0195,5715.9496,6624.9931,603.5777,1973712.7679,622.5496
66,1852.6918,161433.2350,1852.6918,9424.9351,19992.7528,7975.2471,2004982.2808,1874.6856
67,9008.8099,164101.8963,9008.8099,17912.4486,36773.3991,11635.3156,2037780.3397,8585.2112
68,724.8862,160121.9077,724.8862,3649.2058,12616.8711,744.5636,2067984.1932,741.5005
69,303.0116,144246.4911,303.0116,4758.4883,4453.9763,349.2950,2100444.2126,393.0789
70,1946.2626,136062.2679,1946.2626,6383.9081,17819.8672,2435.8721,2128912.7891,3518.7174
71,74244.3118,217276.0518,74106.3329,49742.6181,75035.3899,74493.2169,2155436.3102,74488.0533
72,319.8343,225451.9171,319.8343,5108.1091,4802.0077,358.0419,2185904.4722,397.3865
73,615.5437,204515.8279,615.5437,10180.2724,5069.7996,626.6171,2220699.6452,644.0342
74,2054.3201,195173.7174,2057.7279,4593.9779,14798.9389,2079.4175,2254714.8369,2347.4335
75,3183.4646,194514.8855,3183.4646,4245.0490,16397.8878,3922.7422,2283421.3339,3889.2340
76,1367.3836,189628.4758,1367.3836,3762.8100,10635.0226,2493.5018,2311188.9218,3117.0353
77,1245.6697,187279.1578,1245.6697,16517.2213,8850.7142,1508.5506,2336918.9156,1530.7482
78,314.4312,170517.7143,314.4312,16120.1411,2666.2100,449.4241,2366292.7436,495.4644
79,562.7948,156694.5920,562.7948,23198.4193,2794.7664,625.5046,2395374.4783,637.7311
80,748.2513,144601.2146,748.2513,33166.5967,3143.8370,1143.0402,2426285.6908,1173.7849
81,889.8949,130088.7112,889.8949,9048.1496,4641.7505,1070.6559,2459410.1530,1088.6625
82,616.4966,121718.0008,616.4966,2017.7180,4620.7553,961.6111,2489733.9638,970.0969
83,1139.7846,114331.7958,1139.7846,2224.7461,5543.4320,1443.9920,2518611.2256,1485.8839
84,347.1613,100330.7414,400.2074,105630.8077,1405.9299,470.3988,2550739.0862,479.3913
85,573.9233,86873.5529,573.9233,88316.6260,2170.5550,855.8522,2580706.2297,1012.4475
86,3899.0902,80371.4492,3899.0902,67568.2454,14993.8098,5195.4895,2609341.2685,5445.5216
87,1303.1573,80253.7607,1303.1573,35723.2838,4018.6253,1014.7803,2638020.2622,1295.7125
88,6162.6431,83190.8991,6162.6431,29625.6577,16260.2003,6855.8619,2665191.6428,6889.2983
89,1097.1080,87881.2733,1097.1080,16188.4368,6784.0070,1466.6298,2693657.8630,1233.7074
90,761.1176,72192.1172,761.1176,5613.1880,3241.2661,776.7381,2727557.0586,771.0986
91,1069.4985,61538.1488,1069.4985,1938.2322,3654.2947,1299.6934,2756269.7835,1301.4461
92,415.5948,51299.2621,415.5948,3418.6518,1439.9229,487.6105,2785502.3256,524.5941
93,496.8682,31850.9061,496.8682,6749.5747,1206.4742,728.2527,2818118.7983,869.6126
94,392.2219,15559.4606,392.2219,12918.0094,886.7063,436.6555,2852652.6251,457.1378
95,861.5521,5920.8746,986.0157,3148.2289,1608.2030,818.3880,2879021.6233,814.0412
96,3973.4364,2994.3463,3973.4364,1796.3499,3981.0257,3992.8371,2904700.1014,3999.1065
97,679.6948,11942.1221,679.6948,9327.6520,2062.9687,786.8176,2933459.5513,753.6478
98,614.4827,1478.1749,614.4827,1069.5116,682.2910,752.2234,2967606.4896,753.6518
99,5678.3171,17967.3054,5678.3171,17095.0724,5744.2167,5714.6264,2998860.7397,5770.1586
100,1057.0620,14847.0727,1057.0620,8488.6371,2275.1461,1093.9936,3026745.9525,1097.5085
