batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
22,16395.7932,7474.5297,16693.4201,16370.6729,13702.7596,46934.6522,642010.1855,263109.5099
23,200061.3755,10201.0428,79877.0290,200010.0343,23621.7329,108003.9371,669638.5525,362997.0692
24,159536.2282,17203.8348,69601.7593,159426.7547,33382.5275,173146.1448,695107.7956,379625.0989
25,94473.1925,19662.1451,39638.7808,94427.1928,33436.7338,140691.3940,724035.6617,337230.1512
26,140077.2938,18218.6854,56692.7267,138585.4079,37171.7574,164526.5601,756161.4564,337535.0039
27,177276.2794,21446.6935,79751.0871,177232.7654,44989.4970,173266.3633,784396.5660,302324.5731
28,101469.5539,24440.2370,68064.6692,101090.3802,49505.0531,142863.7454,811464.3640,274200.5904
29,99085.0027,27981.5326,59809.0478,99068.5403,59800.3387,159176.7751,838037.1641,283543.4550
30,157085.3698,34988.6862,96051.0001,156987.3916,76153.0365,219812.7098,862777.9562,288618.7378
31,108529.7223,41632.9429,70457.5880,108420.1938,73057.9085,186335.4011,887108.6714,210302.8758
32,98945.4284,41271.3547,63739.5155,98899.0594,79235.6729,192381.5076,918457.9999,226213.0604
33,94897.5791,42379.4163,66370.5849,94858.9904,79966.6585,182996.6141,947282.5285,181112.9194
34,97445.0756,44095.8399,68356.7299,97366.2911,80938.5130,182564.4727,975950.2847,202556.1217
35,88946.8026,46688.0360,86195.8935,88901.0650,83414.3872,174597.5177,1003400.1276,198189.5494
36,56652.7533,45298.8971,66648.7089,56632.2446,78967.8418,163106.9012,1035206.3347,156124.8866
37,100446.1256,44331.0560,109944.9065,100318.7488,92978.4126,185254.0879,1066016.9345,206828.7550
38,7143.7601,47700.3675,68357.7504,6902.7263,85650.0797,180691.1220,1095202.1341,158327.5189
39,76685.3240,48505.2092,82260.3637,76665.3346,88092.8713,151096.0517,1123379.4144,156281.3413
40,67381.4250,49882.7382,91331.2351,67351.4758,93659.6640,170553.3612,1153001.6746,135371.0660
41,37652.9036,53511.1987,81985.8506,37346.0184,96016.0458,176267.5156,1179993.4729,136840.9043
42,13548.8758,49584.9536,72775.4706,13458.7148,94915.5336,160261.0539,1215504.2804,111502.8414
43,51160.7255,53315.6533,71015.4098,51100.0304,93449.8429,161748.2093,1243380.3629,95710.9193
44,30193.8099,53336.1275,64096.8219,30184.6572,92664.0133,148943.9153,1273879.2802,94272.4190
45,41163.9861,52321.5690,65090.7051,41141.9164,87164.1256,119090.7476,1304972.1693,73400.6255
46,17946.8677,49214.1050,51482.5856,17945.7912,83789.9094,98290.5243,1337517.1203,52727.4285
47,23055.1852,46289.9715,48006.0923,22797.4591,84380.7787,103376.6676,1370864.8727,61863.4230
48,29607.9470,48181.4268,48326.6755,29529.1716,85010.7556,85738.9881,1401676.6121,53057.3123
49,15066.4259,47419.9851,24756.3981,15052.1579,71063.3410,59727.3072,1433647.4700,30025.1481
50,7331.8522,43259.8674,12187.6194,7550.1854,62606.2970,49887.4888,1467924.4673,26099.2763
51,18384.2294,40499.3648,19172.2036,17626.3677,30549.3583,25101.0819,1496174.6422,20087.5120
52,6030.4623,37239.8732,6156.0357,5585.8368,16124.5244,12837.6996,1527285.2641,7414.0769
53,924.0611,21178.8299,925.7478,1237.5100,5879.2114,5531.7189,1559280.0014,4555.5690
54,247.4308,9850.3522,247.6247,5127.2163,1191.5184,275.0636,1587220.0475,462.0357
55,3877.2328,11446.1639,3877.2328,9442.2925,4931.9017,4999.2552,1614598.5352,5007.3794
56,1722.9942,5667.2542,1722.9942,2934.2059,1974.1117,1108.6199,1647736.4706,1120.9358
57,1669.8970,2214.4984,1669.8970,2033.4264,1831.5155,2038.3824,1679535.0462,2108.7560
58,289.8551,3359.0098,289.8551,2874.3022,509.3142,501.7798,1705946.0485,507.1292
59,687.8612,805.4160,687.8612,787.0083,757.5955,764.5757,1734321.7413,701.3658
60,1489.2780,3422.7680,1489.2780,3487.6039,1500.0973,1491.7342,1765706.3381,1496.7014
61,1079.2298,1494.6722,1079.2298,1256.3240,1197.6515,1146.8958,1794592.8752,1150.7298
62,3125.7484,7844.4192,3125.7484,6313.1729,3622.3854,3612.7772,1824697.2590,3477.4735
63,1168.9855,5666.3687,1168.9855,2381.3744,1565.8835,1403.9213,1855807.3611,1419.8010
64,2109.0529,3105.6819,2109.0529,2735.1969,2759.2173,2747.7969,1885968.9161,2461.4256
65,664.7759,2813.3149,664.7759,1154.6259,1168.1216,823.3195,1914718.7442,647.1406
66,830.4920,1161.2536,830.4920,1095.3730,1009.4672,1270.5766,1943771.7943,1215.7072
67,612.1519,997.3660,612.1519,690.9964,791.2888,796.5777,1972444.2013,837.0066
68,1049.1211,1682.2598,1049.1211,1187.2540,1368.5905,1475.1990,2000870.5285,1587.0539
69,1028.3025,1750.1377,1028.3025,1569.2333,1271.7527,1243.9614,2028796.9017,1361.8590
70,832.3515,1590.0969,832.3515,1126.9898,902.0915,859.3399,2056901.6854,858.4940
71,423.8007,639.4044,423.8007,595.1218,473.5483,496.6840,2086038.9828,528.2149
72,778.6880,1288.7544,778.6880,933.4517,1101.9120,1020.1559,2116591.6856,1069.2423
73,3988.3948,6480.4768,3988.3948,4886.6979,4851.1151,6011.5896,2151680.8184,4791.7948
74,2208.0134,7357.2116,2208.0134,3604.7404,3027.8714,1790.7588,2184162.4539,1900.9072
75,1607.3901,2780.1766,1607.3901,2462.8484,1857.9088,1749.9963,2214393.9863,1752.2386
76,1311.0061,1710.4002,1311.0061,1761.4724,1343.9096,1418.1625,2245004.5622,1426.8598
77,324.4719,2317.6490,324.4719,2064.0346,516.4736,362.6389,2274795.6211,366.6170
78,993.3368,1391.2225,993.3368,943.4988,1329.5131,1581.5932,2304976.0358,1530.4235
79,2107.5671,5012.7680,2107.5671,4839.5512,2371.5965,3836.4727,2332860.4758,4102.5936
80,9325.6815,30790.1564,9325.6815,30706.6133,9341.2722,9326.2635,2364113.6198,9325.9596
81,844.7946,21767.6416,844.7946,14883.4010,2195.3940,919.1812,2393760.8867,910.5927
82,635.2850,11183.4606,635.2850,2115.0943,1331.0548,665.5284,2423361.5368,680.0529
83,746.7275,2524.5142,746.7275,1453.6017,930.1640,808.1312,2454714.1773,813.6197
84,5140.9310,16235.4624,5140.9310,15204.5215,5246.9965,5143.6405,2486975.3034,5145.6438
85,836.3600,7682.7932,836.3600,2709.5219,1627.3866,882.1564,2517474.1846,894.8994
86,627.0837,740.7867,627.0837,743.4245,668.4751,646.6174,2546759.3061,673.8175
87,19412.0165,47508.5822,19405.0176,50274.5128,21597.6784,30531.9371,2578018.9419,30530.4828
88,847.3636,41669.4170,847.3636,37082.4571,1973.4407,1027.5841,2608367.7767,1089.7192
89,3779.4157,35179.7560,3774.5050,15215.8492,10946.2611,5251.8447,2639891.3552,3901.1045
90,330.2272,38804.7789,330.3725,1335.2123,1073.2209,365.1548,2669991.1779,380.8097
91,460.8980,22793.3773,460.8980,12856.0542,1762.4497,692.3540,2699470.3247,738.6461
92,11872.1744,25683.4471,11855.2176,10864.9460,13980.7425,8490.3233,2726196.4770,8406.5556
93,2895.2699,31671.5057,2895.4274,12868.4815,8434.8056,3739.5486,2757776.1922,3277.9905
94,317.5878,26872.8370,317.5878,11668.5052,1148.0540,384.6804,2790351.2377,398.9524
95,1071.7490,14149.4532,1071.7490,9704.9373,3369.7047,1253.2765,2819728.9175,1195.3196
96,3904.9424,10650.0594,3905.1108,4439.1570,4745.6537,1984.5244,2849495.4220,1902.8069
97,710.3168,1968.2698,710.3168,1407.2207,1001.7609,1097.3609,2881342.6172,1146.0986
98,632.5670,764.7222,632.5670,650.5336,801.0830,839.0965,2907870.3384,850.8319
99,565.6934,750.5265,565.6934,725.4468,622.0096,660.3923,2937740.9144,718.2708
100,1504.3607,2292.2181,1504.3607,1653.3357,1901.8431,1943.1817,2968402.2132,1997.2236
