batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
40,38455.7128,30006.2616,64583.6553,38439.9887,54192.8573,100977.1043,1180223.3779,118836.2894
41,57889.8257,30407.5467,72341.8174,57873.6045,56382.7669,117181.7660,1211627.6341,125042.1429
42,54334.1824,32419.2408,71217.8775,54287.0421,55560.1287,110361.7970,1241346.1752,104993.3172
43,27465.7403,30735.9292,59930.9817,27386.5937,53074.8226,103069.1044,1273459.0904,82256.1446
44,26696.0041,27821.6653,62812.6440,26557.0096,52263.4271,123014.8452,1307993.7732,76527.9671
45,6235.8865,27636.3309,20478.4849,6155.7022,48749.6086,101735.8696,1338606.3166,53443.1360
46,26030.3436,29855.9057,33288.5544,25962.3157,53848.0129,104785.5290,1368051.2108,67730.6008
47,14615.5810,28301.4441,27540.5172,14603.1497,52900.3031,83262.6084,1401491.7758,46818.4976
48,25518.5833,30696.6500,35068.9149,25467.7464,61517.2919,72237.2914,1430496.6002,58699.9953
49,12261.6098,32688.5511,20651.1975,12196.7445,58431.3537,58238.4609,1459498.2754,33829.9868
50,5165.0750,35621.0200,10399.9176,5032.0206,51249.9809,44984.6999,1487241.8997,21240.9233
51,173270.8470,180194.0498,173276.3014,26112.3878,185099.7814,189935.9177,1517201.6721,198636.7733
52,6823.5137,185181.4554,6835.8538,6722.2256,13168.8394,11810.6956,1548889.7196,6932.6670
53,273.9471,171334.4486,273.9471,132483.1051,2379.2570,694.8136,1579529.1770,319.3697
54,754.1545,153412.2227,754.1545,170778.5009,1589.3782,867.0784,1610590.9426,904.1449
55,594.9513,143376.9695,594.9513,146979.8653,1668.0027,728.9801,1639287.3482,798.6426
56,183143.4540,250500.7037,183143.4540,218518.7225,183161.1881,183149.3137,1666224.6969,165728.8055
57,936.4796,388277.5399,936.4796,96593.0685,2823.4798,1185.0017,1695290.0729,1169.3272
58,17788.2010,428605.7766,17788.2010,82489.1496,111866.2131,140486.9395,1722736.5537,178858.2294
59,542.0590,426782.1405,542.0590,41589.2075,2842.1418,655.2877,1754609.7529,805.5377
60,44380.7197,421765.5428,44375.7219,149589.6542,150798.9526,159240.4541,1782840.2372,157923.4435
61,3045.1005,507350.7928,3045.1005,35860.4894,11143.8897,3600.1065,1815332.8229,3622.2089
62,850.1406,501278.6541,850.1406,12794.6063,5028.6543,1479.4867,1853053.2539,882.5095
63,3103.3247,487664.6037,3103.3247,22743.8069,17564.0079,3122.1052,1882170.0689,3123.0876
64,993.1772,485174.2576,993.1772,8519.8776,6221.8443,1447.3566,1910710.3356,1505.5517
65,936.5415,474537.7823,936.5415,4338.2086,7830.6617,1024.7746,1940120.3118,1030.4572
66,1478.3230,467855.7423,1478.3230,6651.7468,13282.9167,2077.1502,1968829.3405,2271.6771
67,2317.1513,467294.9062,2317.1513,9955.7868,15606.9706,2658.9396,1998050.0172,2893.6437
68,1142.1694,460695.4863,1142.1694,2619.1048,9198.3267,1365.0996,2027576.9287,1290.8470
69,2415.8137,455381.1357,2415.8137,6027.9801,16657.6948,2940.4986,2059672.9510,3105.5244
70,393.5276,446285.4452,393.5276,4847.3624,4129.2143,430.7749,2087653.2348,439.7568
71,379.1411,427922.9414,379.1411,38472.1226,3348.3799,482.0363,2120557.8702,491.3980
72,1902.6487,421204.4798,1902.6487,53813.8280,10848.6000,2430.9926,2152034.7224,2242.5911
73,361.0443,410414.7257,361.0443,19338.2208,2621.6727,466.5137,2181860.3429,497.2042
74,13210.7848,398407.6116,13210.7848,19606.5571,60718.2510,32686.7599,2215235.2581,50859.0728
75,1866.7046,415663.6207,1867.7947,3619.1973,13615.8473,6430.3003,2241951.2607,4986.9480
76,25071.0339,417277.4237,25065.0349,26836.0386,77423.0577,47389.3629,2270487.2356,48798.5218
77,866.8668,421010.7173,866.8668,4288.5363,13703.3224,1115.2964,2301505.8644,1140.5617
78,52745.3668,412446.4987,52737.3675,50156.2663,91119.6904,82074.5601,2332954.9728,76880.6661
79,2657.3880,456133.9623,2657.3880,11259.1557,30815.7108,12715.0992,2361402.0568,13154.1725
80,36654.0512,497358.7991,36639.1269,37701.4951,91201.5455,74285.8304,2389669.1075,73513.8448
81,6074.9916,498097.5275,6074.9916,8727.3787,46788.1222,30383.7567,2421076.7740,12558.0338
82,1042.0806,496075.0643,1042.0806,6582.8767,15445.8988,1285.8799,2449288.1306,1249.0737
83,304.6555,486921.6604,304.6555,5935.5302,8095.4286,329.4860,2475125.9337,348.3576
84,1243.8211,478013.5251,1243.8211,8372.1218,18929.1750,1353.1848,2502605.7555,1370.5503
85,706.0432,463130.7089,706.2733,14626.2329,18022.0396,718.5471,2535709.5565,717.8962
86,2585.7123,459288.7214,2585.7123,5037.0596,30762.5004,8903.9532,2566746.2422,10452.5992
87,10130.4833,473552.7814,10130.4833,10589.2241,61776.2156,19474.4851,2592624.6122,13248.3610
88,3295.4693,476372.2944,3295.4693,7776.6859,48319.9727,11172.4131,2626650.4138,5761.1261
89,352.2116,464461.3632,352.2116,7480.0164,9289.1896,391.2122,2663287.3206,483.9680
90,720.3034,450267.2233,720.3034,17790.8079,17892.9072,805.8765,2695929.1628,842.0321
91,791.8560,435194.8554,795.9497,18201.5752,16471.5982,1046.2275,2732825.8004,1111.6848
92,590.6310,424323.8421,590.6310,3217.7523,13239.9208,619.0040,2763120.6636,705.6741
93,33670.6794,481588.5427,33670.6794,54072.5453,61507.5034,61036.3946,2789813.8600,30643.3145
94,11072.8429,496034.1250,11067.8478,35984.0507,38596.7507,23792.6535,2819740.1830,13704.9793
95,1477.0880,503256.7052,1477.0880,15175.4843,16879.4026,2081.8208,2849161.9577,2040.8251
96,10430.7363,493704.5268,10431.3671,6298.8739,28394.7052,5098.6206,2877409.4605,5094.4793
97,1251.4595,498549.2275,1251.4595,2214.7445,13634.7358,1460.5242,2905084.4406,1498.4048
98,758.5862,488639.0005,758.7384,11023.8317,11971.9964,928.2721,2933172.8430,968.3651
99,1389.8586,479255.9903,1389.8586,2064.3282,15164.1735,2295.7840,2962547.2856,2524.2684
100,4474.3370,483977.1687,4474.3370,14704.9437,25778.5452,5189.1755,2991325.6695,4460.6163
