batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
33,18134.0797,39428.3489,62831.3931,18380.7896,75520.5375,200778.1483,956816.2614,212989.8260
34,53575.8196,41818.7132,72666.6303,53716.0577,76175.8892,164421.0863,982905.0952,178926.8115
35,93853.0168,43172.3612,104314.0740,93291.8049,86862.0746,202325.4647,1012248.4599,194086.3079
36,76844.7945,46096.2769,72142.3434,76829.5886,82459.5401,211249.4550,1039622.6421,193083.1847
37,48035.2641,49145.9245,81962.9572,48004.7539,87438.1605,210670.9845,1067628.3949,183434.1020
38,103792.1068,47764.3591,95694.5929,103061.4295,88829.1178,215417.1427,1099979.7339,138881.5997
39,82039.5373,47545.1192,81803.3814,82015.7103,91146.8438,222469.5530,1131485.3092,168998.4446
40,4011.0915,48788.0997,67806.2843,3831.0792,84588.1843,183245.1260,1160536.1362,122613.6737
41,67278.1698,49037.3392,88997.3885,67211.8973,102831.6189,214063.0084,1191211.5932,146936.3760
42,51412.3537,51344.7521,96434.0257,51372.3557,104060.3518,176049.3279,1220958.3436,130474.7081
43,61972.3292,60538.0903,115128.1258,61901.1415,117830.6855,191518.6860,1245257.5013,132335.3744
44,29779.5647,60503.3568,57452.9264,29774.3001,104657.1392,153127.4713,1276626.1802,87098.7566
45,42171.9984,60757.0283,83460.4003,42087.0429,112813.0497,134067.4567,1307634.1527,99114.9990
46,49901.5739,62372.7236,66397.6419,49869.6455,115722.4750,136233.9508,1337564.4991,74891.9319
47,31501.8656,61410.9972,61676.3695,31466.4517,112381.0252,114666.7520,1369910.6325,68634.4130
48,16187.1696,63084.0576,41292.9161,16239.4351,104074.1208,93283.2626,1398249.7419,52514.7713
49,13042.7994,64922.6977,36485.9145,13032.5880,100938.9542,89699.4703,1427202.1017,40586.1174
50,13615.4073,65730.1288,27796.8607,13528.2024,84942.6261,64602.4163,1456477.1865,21929.9061
51,6993.2696,50649.3702,7859.6383,6945.8960,38390.8782,23583.5672,1493283.1233,5521.1827
52,15309.0316,35955.1472,15319.8114,15014.2976,28506.5456,21615.4495,1524818.1146,20464.9626
53,18752.0141,47286.4414,18771.1613,14162.7179,23899.1270,27592.2574,1554557.3782,25873.7081
54,5201.1898,39014.4777,5201.1898,3901.8981,8009.0978,10205.8421,1584665.4795,6709.0847
55,865.6731,27692.2588,865.6731,3571.6856,4044.5462,1899.1087,1616114.8993,1096.0985
56,1650.0479,17471.7286,1650.0479,13741.8175,4079.7419,3345.3532,1644153.4596,3270.9026
57,2508.3497,18029.3167,2508.3497,4470.1899,5590.9924,6832.9218,1673666.6943,2860.1834
58,8356.6728,25551.2103,8356.7625,11831.2112,8564.7051,9290.5175,1705346.6545,9230.0566
59,420.5413,18085.1456,420.5413,16130.0240,1326.8169,497.1247,1737206.6562,487.4905
60,1417.9947,7002.4102,1417.9947,2912.2639,2796.4790,1331.9174,1767840.9646,1329.4638
61,427.4447,1736.7994,427.4447,1302.1018,714.0525,592.8297,1795943.7375,584.4177
62,622.3552,929.6451,622.3552,617.7945,801.6558,821.3251,1824636.3254,863.9410
63,813.4925,1114.5089,813.4925,796.2839,1068.9387,1066.2354,1853895.4719,1167.1641
64,319.5043,352.4798,319.5043,333.2402,410.0146,495.6985,1885114.1257,505.9783
65,458.4376,516.2383,458.4376,458.1113,577.6279,676.6757,1910674.1529,708.9887
66,751.1638,981.3995,751.1638,884.1374,914.9842,1181.3577,1939140.8991,1216.9306
67,743.3499,1114.1463,743.3499,921.7467,890.8664,1102.1298,1969080.0291,1275.3988
68,244.3236,261.0919,244.3236,256.7177,269.2638,296.4827,2002859.4755,296.6513
69,990.0778,1484.7397,990.0778,1348.0282,1141.3733,1059.7320,2035522.8468,1127.6977
70,537.5342,683.0747,537.5342,602.3396,630.9762,655.5326,2069166.1868,733.6784
71,650.7357,1136.7555,650.7357,994.1353,711.5209,774.8271,2098730.2508,859.4021
72,754.6416,1228.7644,754.6416,1047.0917,867.0484,896.4943,2133148.1411,895.4736
73,369.9176,440.6177,369.9176,386.7570,476.4609,500.2759,2166886.3347,498.3162
74,913.2185,1694.5731,913.2185,1601.4131,961.9101,923.4609,2195077.6665,929.5961
75,334.9373,416.2812,334.9373,416.7241,363.7499,425.8216,2226445.1188,430.1779
76,14704.3164,10951.8118,14704.3164,9980.9103,14601.2805,17361.7662,2257310.5016,17687.2347
77,4848.4729,16049.6336,4848.4729,10002.1994,10273.1009,16835.6525,2288550.8337,18211.7650
78,5967.3535,18163.3762,5967.3535,9531.6052,15932.7275,13400.5885,2318153.2345,15654.6288
79,11270.9788,32794.9418,11270.9788,12071.0246,18455.2100,14060.9032,2344290.2043,13957.8871
80,252.3133,31369.3243,252.3133,1978.5823,4309.0051,316.5486,2372123.6062,309.4123
81,527.8579,15623.7145,527.8579,6126.6794,2815.5277,622.6500,2401302.0766,624.6503
82,1472.2306,4423.0222,1472.2306,2483.2038,1655.8578,1529.9699,2432260.3434,1508.4681
83,455.9221,2196.4676,455.9221,1632.4754,700.0950,595.6711,2460505.1995,632.6120
84,194.1417,195.1128,194.1417,195.9413,214.3922,222.4567,2492935.3316,216.2152
85,4842.1545,11862.6044,4842.1545,6797.8830,5861.9738,6914.8839,2521304.8093,5985.2960
86,630.9469,7427.9974,630.9469,3384.8284,1686.3935,808.6872,2552124.1171,744.6462
87,1019.1511,1705.8148,1019.1511,997.9043,1302.0614,1401.8609,2580107.8012,1560.8994
88,282.9205,841.6014,282.9205,591.9400,339.8529,296.2144,2609358.5132,302.0430
89,956.9164,1811.8306,956.9164,1780.4662,1203.8796,1367.6407,2634704.4152,1629.9270
90,4042.3175,8975.5984,4042.3175,8469.5972,4210.9626,5840.4017,2664073.6099,5840.1408
91,2076.4689,6168.5962,2076.4689,2581.5393,2510.2703,2192.0210,2689967.3633,2125.1619
92,547.9443,4771.7205,547.9443,3407.2238,1086.3333,872.7651,2717887.7333,950.6903
93,821.2290,1392.3595,821.2290,930.9484,1025.5711,1269.3904,2742339.5898,1343.4452
94,650.4752,1247.4129,650.4752,1235.3696,689.0457,664.7150,2770807.3056,662.7586
95,267.6696,250.4676,267.6696,240.4808,285.1438,287.4526,2802892.7036,314.1783
96,389.3546,444.4288,389.3546,420.6031,480.8389,660.1045,2830665.2994,627.6464
97,541.2643,714.1323,541.2643,600.4398,703.0541,702.6792,2855499.6228,710.1528
98,3763.2397,7882.0833,3763.2397,7402.7110,3841.0329,3831.2705,2884010.9505,3804.9924
99,882.4415,5628.5963,882.4415,3128.5808,1766.1818,1149.9209,2918256.9317,1194.4409
100,298.0906,386.0505,298.0906,322.2158,339.7720,359.4621,2948909.1461,429.2575
