batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
22,22545.4124,29423.0993,58923.8675,22507.5002,51291.6496,135293.6678,629416.7923,222263.2327
23,92139.0254,28870.5906,63239.5325,92110.8306,57004.4692,180041.2057,659188.9493,303123.0486
24,120828.5475,30917.7935,56736.8189,120797.1862,59125.2710,132707.3556,686737.9260,299296.2584
25,164335.5033,33386.1912,84138.1641,164267.7189,71208.4951,172772.7231,714701.9297,299170.4241
26,144537.9363,39188.7819,93731.4925,144457.1975,75697.5149,154067.0023,740698.5416,337869.6173
27,41576.5282,41418.2561,65157.6539,41306.0346,74891.0786,143642.6939,768505.4271,262324.1910
28,72710.2080,43522.5117,47285.7672,72664.6336,74474.6921,145737.4740,796177.1431,257097.6516
29,172583.4694,44063.0745,111137.5036,172489.2176,82263.4894,171397.7368,827884.2734,246109.0150
30,64899.7495,41761.7327,76255.0163,64850.7748,83554.5874,164480.1849,861951.6968,291246.0756
31,95371.9040,46158.8376,66786.7028,95309.7800,81938.2122,179869.6924,889761.1845,245209.0667
32,8137.0928,45756.8292,46562.3579,8125.9578,81066.2382,152948.9093,920774.6917,217160.5476
33,84989.0549,44256.0229,66880.3159,84984.7329,75661.4240,166055.3344,952296.1583,180781.9847
34,80568.5854,42787.2962,68136.4759,80492.4565,72499.8766,161913.4617,982165.3665,138002.7324
35,52736.3590,41721.9699,93204.7764,52687.6214,81392.1421,187404.8914,1014060.2607,245100.1866
36,50318.6065,44546.4296,86138.3335,50270.0548,76393.6331,196525.3359,1044509.5856,147592.8775
37,65555.1345,42225.8891,52745.2826,65476.3043,72941.4762,193432.1340,1076899.5778,137116.3381
38,68251.2734,39901.0788,76980.0042,68208.7853,66834.3106,132229.9634,1108160.5644,118936.1353
39,2624.8813,36322.1757,59873.0344,2586.8641,70107.9874,171197.5668,1140391.6360,139300.9359
40,50951.8234,36685.8434,82486.7726,51345.1850,76270.1864,184222.4136,1169280.1415,146965.9587
41,67037.7218,43348.1759,90806.5405,66960.0228,84826.4544,173223.4941,1193650.1899,155273.6051
42,44409.9580,47336.4491,93177.4692,44322.4995,91925.4310,177609.6223,1220492.3893,152400.1111
43,61096.4812,49350.3194,89622.4176,61075.9244,88248.8116,147533.2351,1249505.3587,100333.8064
44,52312.3819,49075.8734,68450.1819,52243.2822,94979.2860,161235.9625,1279960.1591,98932.3930
45,32366.3368,51215.2856,69952.0876,32293.1919,97587.9866,141637.7934,1311025.6529,92538.6261
46,37575.8065,53980.8000,59473.0174,37488.8926,99958.4220,112356.7788,1338217.7446,70163.7083
47,8478.7300,53134.1426,41557.3462,8480.9790,96939.6183,106631.9441,1368925.4219,64650.4725
48,32254.4367,55437.4548,51485.0724,32180.9665,100775.9450,94434.1325,1397659.2339,69147.9406
49,15456.3598,57325.1404,28654.2332,15418.0932,90018.8566,73869.0136,1425492.7847,38778.0500
50,17874.2586,60372.5179,27681.7815,17766.3399,83554.8375,69683.0090,1452443.6837,32055.8441
51,9097.4941,51788.7061,9127.6363,9025.7346,35622.6171,22029.2735,1482352.4178,10610.9816
52,15256.0025,39473.2572,15720.3166,15007.7619,31295.9033,23025.1780,1511877.8517,19604.7625
53,8547.6201,27870.3594,8844.5353,8106.9453,15819.0144,11746.5572,1543771.7344,9557.1418
54,2445.3527,24249.8254,2445.9505,2354.7087,5970.7123,6087.4087,1569622.5767,4664.5922
55,1458.7515,9951.1283,1458.8201,3988.6277,2015.1347,2867.0858,1599272.8541,2731.0970
56,1504.4318,3763.6577,1504.4318,2236.1031,1719.2085,1405.0349,1630835.8057,1397.3779
57,1161.5955,2315.4125,1161.5955,1926.9455,1433.8877,1492.8453,1660447.0394,1931.0484
58,486.8603,647.5979,486.8603,591.9290,588.0170,646.9103,1689185.9254,692.3958
59,1033.5652,2106.8109,1033.5652,1590.1258,1199.0158,1232.0933,1716910.2613,1127.5939
60,516.9478,792.2544,516.9478,698.9163,600.5348,663.4365,1747008.1488,637.8048
61,1000.6433,1659.0160,1000.6433,1515.4795,1170.2914,1140.3364,1774817.0530,1160.8191
62,314.3119,328.4433,314.3119,314.4630,355.9635,377.9259,1804722.0099,404.0644
63,349.6784,441.8020,349.6784,396.9887,388.7930,415.0434,1832554.8747,458.6927
64,398.2738,415.3372,398.2738,411.9430,435.4297,436.9519,1859202.6430,434.9149
65,382.3075,521.7116,382.3075,506.3082,432.4292,414.7228,1888073.7744,402.0025
66,411.4754,509.2298,411.4754,423.2694,480.1500,570.1377,1916321.4195,597.8185
67,4074.7714,6449.9791,4074.7714,7660.9244,4139.6053,4092.5492,1946281.9094,4092.5033
68,615.3714,10622.0941,615.3714,7206.5965,1349.4032,649.4444,1972588.0254,664.3026
69,7951.2527,6390.4147,7951.2527,7238.9870,10697.6157,12427.9076,2004071.8043,13606.4125
70,1133.2295,19339.9614,1133.2295,3565.4812,6117.2831,2759.6049,2033239.4195,1474.2880
71,26086.4465,67725.1069,26076.4509,29327.5969,26262.4157,26086.0818,2065177.7047,26086.0473
72,391.5035,78747.8969,391.5035,86145.5456,1082.2814,537.9424,2097637.4734,555.0883
73,2704.9396,65758.6900,2704.9396,60684.9761,4901.9964,3015.0960,2124630.7408,3274.5682
74,927.9386,65035.6471,927.9386,35393.0187,3759.9481,2140.4310,2154149.5342,1814.9036
75,515.9118,48036.1944,515.9118,12071.0770,1384.3930,635.6013,2185881.6601,681.1167
76,457.4298,35202.0620,457.4298,3274.7478,1080.3856,559.8536,2216047.3686,681.2760
77,990.3610,24584.7923,990.3610,4399.6043,2405.0449,1012.5221,2247125.1017,1013.6755
78,2201.8794,21455.5958,2201.8794,6038.1187,5301.0920,2383.2463,2280284.6494,2285.8014
79,522.7255,6672.9422,524.1240,4730.8834,1375.6667,635.9835,2315476.9876,613.5650
80,1049.2154,1591.5156,1049.2154,1191.6732,1500.3913,1500.3693,2347882.5304,1435.4431
81,63322.9323,37189.7474,63322.9323,7544.0970,69280.0580,75499.8195,2380276.3751,100097.1545
82,474.8831,52449.9914,474.8831,53142.8958,1289.6185,643.4889,2412602.2013,709.0451
83,18832.6293,62147.5020,18826.6837,45239.7123,55612.1872,61703.1985,2441684.4664,90296.1993
84,433.3774,72338.6107,433.3774,9598.7216,2098.8876,564.1808,2472459.2534,606.8410
85,71438.6466,163696.0768,71438.6466,73148.5262,92060.7413,101869.0569,2504817.3286,85849.7524
86,371.0795,228660.5471,371.0795,5098.6335,3851.7930,436.3462,2539143.7492,430.7668
87,80489.8030,274474.0851,80489.8030,80566.9144,84658.5224,90769.9913,2573159.2867,61349.4561
88,312.7635,384854.0152,312.7635,6597.6284,4548.7265,366.0382,2604024.9897,366.1188
89,1791.3445,374195.0694,1791.4821,7838.8938,19866.9469,2897.8359,2634636.1194,2084.0775
90,1470.6403,369325.7812,1470.6403,2407.8443,16245.1610,2621.2865,2666390.2359,2358.0583
91,35476.4850,375833.3589,35476.4850,42072.0927,49471.2946,41591.6510,2699051.1076,32826.6510
92,3919.0624,403880.4585,3913.0870,21645.5045,36533.8242,28110.6932,2725732.5554,27240.8098
93,6842.6130,410044.4541,6842.6227,5401.2459,30440.8916,26035.0640,2756632.1908,24054.2829
94,1627.7174,404928.3345,1627.7174,8325.3710,17589.1244,2406.6003,2785500.7478,2129.7044
95,16043.3852,403382.8978,16043.3852,19124.7478,38766.8123,29118.6534,2818137.2298,16136.9138
96,1543.3830,414310.6861,1543.3830,15380.4002,23279.2496,4569.0030,2853763.9587,6029.1427
97,6706.4260,421466.8680,6706.4260,14175.8842,31125.0250,15107.8512,2880986.8704,11263.7959
98,593.7104,422767.9688,593.7104,1542.9968,11626.2181,742.4850,2906861.1819,699.6978
99,2124.7308,413080.9372,2124.7308,4879.1513,15725.1720,1601.2136,2936006.5841,1637.8168
100,1600.0159,410804.8778,1600.0159,4757.9296,14644.6446,1673.3398,2963872.6936,1704.8129
