batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
69,433.3140,532.8030,433.3140,483.4563,519.1031,469.7042,2058792.2054,489.7254
70,507.9163,631.9517,507.9163,610.4498,590.6700,587.2572,2092961.5859,550.2963
71,398.3893,601.6993,398.3893,501.1018,448.3001,487.0667,2127218.8716,575.6440
72,422.7044,506.4020,422.7044,505.5858,484.4337,539.6740,2158863.8878,507.5746
73,675.3258,927.5511,675.3258,891.8509,717.3089,727.7912,2191078.5668,802.1615
74,1183.7474,1983.0207,1183.7474,1526.4960,1409.5208,1409.6007,2219220.5968,1233.6576
75,4681.3794,12366.8717,4681.3794,12357.2091,4796.5017,4785.0493,2248180.3384,4814.0351
76,559.5284,8097.7830,559.5284,3392.4919,1442.6327,836.5160,2277865.7093,1058.4796
77,3812.2524,4178.6235,3812.2524,4600.9030,3922.0280,4020.1975,2310985.3650,3978.8855
78,282.0284,12242.0462,282.0284,11720.2894,777.1673,356.4478,2342034.7153,364.0426
79,333.6255,484.6339,333.6255,411.1083,417.4710,434.9425,2371745.0880,431.8217
80,9245.8312,23181.1364,9245.8312,10538.9610,13076.6489,15957.8285,2402590.2384,17397.6279
81,876.8386,21256.6020,876.8386,6936.2324,3686.4301,1011.4900,2434270.6717,1017.0664
82,25030.9543,68952.4118,24989.9608,33740.1746,25475.9849,53613.8201,2465200.8861,66428.4111
83,459.9674,63276.9446,459.9674,63719.7463,1451.6339,489.8551,2492701.3758,473.9135
84,338.8156,45585.6863,338.8156,30856.8358,845.1704,495.6430,2525599.3172,491.0642
85,8968.4259,49189.4785,8968.4259,19809.9026,16587.8821,12956.2534,2556348.3780,10798.6964
86,1101.4141,53001.4092,1101.4141,5059.1731,4895.1720,1262.2860,2589635.7574,1420.8293
87,1705.5401,40045.8811,1705.5401,5852.0895,4317.4270,1006.1710,2623430.9954,1010.5449
88,357.4633,28210.5353,357.4633,13076.8473,1874.7704,428.1530,2655613.4414,431.4337
89,308.1737,12068.2038,308.1737,9741.6058,1252.3015,326.1825,2685465.7809,321.9814
90,13035.1241,36469.5231,13035.4003,7688.6602,13818.5651,12921.5301,2714735.8408,12926.1165
91,1208.8205,28772.6312,1208.8205,25207.4410,2660.5764,1420.3493,2747996.1904,1307.1794
92,1750.5708,24344.6530,1750.5708,7523.0804,4403.9835,2007.9011,2776807.2852,2030.9948
93,403.8936,12980.8667,403.8936,4901.8776,1176.2921,526.5577,2807315.6210,500.0190
94,1262.2599,3332.6985,1262.2599,1889.4957,1635.7057,995.2959,2834722.4640,989.6888
95,14837.0401,41014.3277,14808.3751,31859.6038,15867.1373,23336.0036,2862870.9334,26406.9328
96,380.0132,37598.4092,380.0132,25647.6622,965.5397,465.8390,2896987.7957,474.0749
97,959.8469,20425.3299,959.8469,5266.3053,2353.9427,1191.6870,2931754.5744,1340.3984
98,2055.8212,14843.5011,2055.8212,3882.1578,4579.7504,2065.8117,2963185.5181,2075.6690
99,12485.1107,49876.9298,12485.2024,9820.3630,12627.4834,12483.9397,2992057.0685,12122.3986
100,2761.2854,76690.4524,2761.2854,60820.7222,6457.4978,4441.7077,3020960.4779,5713.7772
