arrival_time,first_executed_time,job_size
5365,5574,60
5581,5581,9
5603,5603,10
5625,5625,12
5647,5665,21
5676,5686,14
5697,5700,10
5174,5710,89
5779,5779,14
5807,5813,8
5752,5821,64
5829,5829,40
5855,5869,47
5882,5882,11
5905,5905,18
5929,5945,19
5952,5952,9
5986,5986,11
6016,6016,13
6048,6053,21
6069,6074,14
5728,6088,97
6104,6104,8
6122,6122,9
6153,6153,13
6168,6168,19
6195,6195,19
6219,6219,13
6241,6241,9
6270,6275,21
3143,6296,310
6302,6302,9
6325,6325,9
6348,6348,8
6371,6371,9
6390,6390,8
6416,6416,8
6446,6446,19
6475,6475,12
6499,6499,8
6523,6523,15
6552,6552,13
6572,6572,11
6599,6599,11
6624,6624,23
6646,6647,13
6671,6671,55
6695,6695,16
6740,6742,8
6766,6766,8
6789,6789,9
6810,6810,46
6851,6856,30
6881,6886,57
6907,6907,9
6928,6928,9
6958,6961,38
6996,6999,9
6979,7008,61
7018,7018,13
7073,7082,57
7096,7096,26
7120,7122,27
7176,7176,9
7204,7204,54
7224,7224,8
7240,7240,8
7261,7274,15
7284,7289,12
7300,7301,9
7327,7327,34
7350,7361,22
7374,7383,9
7406,7406,8
7434,7448,17
7141,7465,72
7468,7468,8
7495,7495,27
7509,7522,46
7531,7531,8
7557,7576,19
7612,7612,15
7646,7660,18
7672,7678,23
7693,7701,12
6832,7713,110
7714,7714,22
7741,7741,15
7779,7779,28
7802,7807,19
7832,7832,33
7850,7850,11
7876,7876,32
7895,7895,12
7919,7920,8
7942,7942,34
7970,7976,27
7996,8003,9
8011,8012,10
8036,8036,11
8066,8066,9
8091,8091,9
7584,8112,173
8113,8113,10
8155,8155,9
8184,8184,8
8198,8198,10
8224,8224,19
8249,8249,15
8279,8279,10
8303,8303,32
8333,8335,12
8351,8351,20
8378,8378,17
8396,8396,22
8424,8424,9
8448,8448,8
8468,8468,10
8492,8496,9
8138,8505,200
8518,8518,16
8547,8547,8
8566,8566,10
8587,8587,14
8617,8617,8
8636,8636,13
8654,8654,40
8677,8694,32
8695,8695,20
8712,8715,9
8742,8742,12
8768,8768,8
8791,8791,8
8811,8811,9
8838,8838,14
8860,8860,10
8881,8881,15
8898,8898,16
8926,8926,15
8951,8951,18
9000,9000,8
8978,9008,56
9025,9025,9
9048,9048,8
9071,9081,18
9098,9099,16
6719,9115,338
9124,9124,8
9152,9152,10
9175,9175,146
9202,9202,50
9226,9226,22
9251,9251,21
9271,9272,9
9289,9289,11
9310,9315,17
9326,9332,68
9377,9400,32
9407,9407,15
9433,9433,11
9461,9461,11
9484,9484,13
9511,9511,12
9570,9570,19
9591,9591,12
9639,9644,14
9657,9658,10
9609,9668,47
9689,9715,42
9719,9719,12
9735,9735,12
9754,9754,9
9775,9775,9
9544,9799,125
9802,9802,8
9833,9833,58
9849,9849,14
9897,9905,8
9929,9929,26
9942,9942,9
9963,9964,8
9984,9984,13
10012,10012,8
10037,10037,12
10062,10062,14
10089,10089,8
10110,10110,11
9356,10121,131
10129,10129,9
10154,10154,21
10175,10175,8
10237,10237,8
10261,10261,36
10276,10276,11
10300,10308,19
10325,10327,35
10351,10362,14
10372,10376,9
10403,10403,9
10427,10431,96
10445,10445,9
10471,10471,8
10529,10544,42
10553,10553,16
10585,10585,9
10497,10611,170
10617,10617,80
10642,10642,10
10669,10669,8
10692,10692,11
10716,10726,21
10745,10747,27
10773,10774,8
10794,10794,26
10817,10820,10
10841,10841,17
10870,10870,22
10888,10892,73
10908,10908,24
10929,10932,10
10951,10951,24
10976,10976,23
11003,11003,26
11029,11029,17
11051,11051,8
11078,11078,14
11097,11097,8
11121,11121,10
11140,11140,8
11165,11165,10
11180,11180,8
11202,11202,13
11228,11228,15
11269,11269,23
11298,11298,10
11321,11321,16
11359,11361,16
11342,11377,39
11379,11379,26
11413,11413,8
11432,11432,8
11243,11458,78
11463,11463,9
11485,11485,11
11511,11511,12
11536,11536,9
11562,11577,17
11585,11585,8
10199,11602,176
11633,11633,8
11660,11660,20
11682,11682,8
11708,11708,18
11757,11757,9
11782,11782,31
11798,11813,16
11827,11829,9
11855,11855,35
11872,11872,14
11904,11904,34
11931,11938,11
11949,11949,8
11984,11984,8
11998,12007,18
12023,12025,9
11964,12034,66
12045,12045,11
12063,12063,17
12109,12109,11
12131,12139,11
12089,12150,50
12179,12179,10
12196,12210,37
12234,12247,73
12258,12258,20
12276,12278,15
12297,12297,8
12321,12321,27
12345,12348,9
12360,12360,8
12381,12381,17
12409,12424,72
12427,12427,16
12452,12452,9
12466,12466,8
12493,12493,23
12516,12516,13
12531,12531,9
12551,12551,9
12574,12583,12
12159,12595,82
12601,12601,8
12619,12619,21
12628,12640,19
12650,12659,19
12669,12678,20
12691,12698,13
12712,12712,8
12739,12739,9
12758,12758,8
12788,12802,23
12815,12815,8
12218,12833,137
12845,12845,15
12866,12866,13
12902,12902,11
12924,12924,18
12983,12983,19
13014,13014,11
13032,13032,22
13059,13059,8
12956,13087,77
13088,13088,10
13111,13111,9
13140,13140,8
13178,13178,12
13156,13203,52
13205,13205,10
13231,13231,9
13251,13274,58
13301,13301,13
13328,13328,10
13352,13355,12
11614,13367,203
13375,13375,12
13399,13399,17
13418,13418,13
13436,13436,10
13464,13464,11
13484,13484,8
13508,13508,22
13539,13539,10
13567,13567,17
13583,13584,9
13604,13604,17
13631,13631,11
13651,13651,32
13679,13683,11
13702,13702,8
13717,13717,23
13748,13748,10
13764,13764,23
13787,13787,9
13812,13812,12
13834,13834,8
9868,13863,206
13864,13864,76
13909,13909,8
13931,13931,11
13954,13959,12
13884,13971,59
14001,14001,18
13977,14048,56
14052,14052,18
14073,14073,12
14091,14091,20
14117,14117,14
14143,14143,8
14172,14176,8
14029,14184,59
14196,14196,25
14225,14225,8
14244,14244,9
14263,14263,12
14286,14286,10
14310,14310,14
14331,14331,8
14362,14362,23
14392,14392,9
14417,14417,77
14441,14441,41
14469,14482,21
14504,14504,20
14520,14524,22
14587,14598,12
14573,14610,26
14619,14636,18
14645,14654,9
14663,14663,19
14551,14682,58
14691,14691,11
14741,14751,16
14768,14768,8
14814,14814,10
14845,14845,13
14872,14872,19
14893,14893,9
14917,14917,9
14939,14939,9
14956,14956,23
14980,14980,15
15001,15001,9
15022,15022,8
14794,15048,148
15049,15049,33
15068,15068,8
15085,15090,10
15101,15101,17
15123,15123,11
15143,15143,39
15168,15182,23
15196,15205,13
15230,15230,31
15254,15261,50
15277,15277,9
15289,15289,23
15306,15312,14
15331,15331,8
15363,15365,111
15391,15391,9
15406,15406,9
15428,15428,10
15453,15453,10
15469,15469,9
15500,15500,11
15523,15534,18
15549,15552,15
15576,15576,10
15602,15602,13
15650,15650,18
15673,15673,8
15710,15736,30
15752,15766,15
15777,15781,9
15730,15790,39
14718,15829,168
15830,15830,83
15856,15856,13
15884,15884,8
15905,15905,12
15927,15927,9
15942,15955,38
15966,15966,12
15983,15983,17
15998,16000,9
16020,16031,11
16046,16046,9
16076,16076,26
16102,16102,14
16130,16130,21
16149,16151,28
16171,16179,18
16191,16197,8
16211,16211,13
16235,16235,9
16257,16257,9
16276,16276,12
16294,16294,13
16321,16321,19
16349,16349,9
16363,16363,27
16388,16390,17
16409,16409,16
16440,16440,21
16460,16461,20
16489,16489,20
16520,16538,84
16555,16555,22
16583,16583,15
16611,16611,11
16634,16634,13
16655,16655,25
16672,16680,16
16696,16696,8
16717,16732,17
15628,16749,292
16750,16750,14
16776,16776,8
16799,16799,8
16823,16823,11
16846,16846,12
16880,16880,45
16903,16925,24
16928,16928,8
16953,16957,50
16975,16975,11
17014,17018,11
16991,17029,55
17038,17038,11
17062,17062,17
17081,17112,50
17123,17123,21
17149,17149,12
17166,17166,13
17186,17208,56
17214,17214,39
17257,17257,39
17280,17296,19
17325,17325,8
17364,17369,37
17391,17391,12
17237,17418,60
17419,17419,15
17441,17441,8
17492,17501,9
17096,17510,62
17529,17529,10
17555,17555,13
17569,17569,9
17599,17604,12
17350,17616,82
17618,17618,8
17639,17639,16
17663,17663,15
17683,17683,9
17700,17700,15
17724,17724,28
17751,17752,15
17783,17783,15
17504,17819,99
17841,17841,9
17867,17867,11
17888,17888,8
17904,17904,14
17929,17929,11
17954,17954,11
17975,17982,14
17805,17996,104
18002,18002,10
18020,18020,18
18036,18038,35
18069,18073,12
18093,18093,20
18125,18125,8
18153,18153,39
18177,18177,12
18197,18204,12
18223,18223,11
18246,18246,8
18283,18285,13
18268,18298,77
18304,18304,24
18326,18328,9
18352,18352,14
18385,18385,11
18412,18412,11
18433,18433,8
17302,18452,119
18465,18465,10
18481,18481,13
18510,18510,9
18537,18537,15
18565,18565,11
18584,18584,22
18605,18606,10
18633,18633,12
18660,18673,111
18681,18681,28
18727,18727,8
18758,18758,12
18784,18784,16
18802,18802,10
18819,18819,8
18843,18843,14
18875,18880,11
17464,18891,128
18909,18909,18
18934,18934,31
18958,18965,9
18980,18980,8
18998,18998,10
19022,19022,8
19054,19054,10
19106,19113,19
19122,19132,16
19147,19148,25
19088,19173,36
19204,19209,9
19181,19218,35
19250,19253,10
19223,19263,92
19272,19272,16
19293,19293,20
19320,19320,9
19373,19373,9
19393,19409,17
19422,19426,56
19447,19447,10
19469,19492,33
19518,19525,36
19543,19543,13
19573,19574,8
19346,19582,143
19602,19602,17
19625,19625,21
19647,19647,14
19670,19670,8
19702,19702,16
19729,19729,30
19751,19759,8
19805,19805,16
19824,19824,9
19846,19846,10
19872,19874,27
19896,19901,155
19924,19924,10
19943,19943,62
19964,19964,10
19989,19989,10
20016,20025,45
20036,20036,16
20080,20086,8
20062,20094,27
20102,20121,29
20124,20124,17
20174,20174,22
20199,20199,10
20224,20224,11
20250,20250,82
20274,20274,46
20295,20295,9
20316,20329,35
20347,20364,48
20380,20380,20
20424,20432,13
20399,20445,45
20448,20448,9
20476,20476,8
20503,20507,36
20558,20558,8
20609,20609,13
20586,20622,40
20636,20636,11
20658,20658,8
20683,20683,10
20706,20706,60
20734,20734,21
20760,20787,34
20790,20790,18
20823,20839,27
20845,20845,10
20867,20867,8
20896,20896,8
20929,20929,9
20949,20949,12
20971,20981,14
18740,20995,165
20997,20997,34
21022,21022,8
21052,21052,12
21080,21080,38
21109,21118,111
21125,21125,11
21148,21148,8
21192,21192,54
21215,21215,13
21239,21239,12
21266,21271,12
21292,21292,13
21336,21352,17
21356,21356,9
21374,21378,9
21311,21387,45
21415,21432,29
21439,21439,17
21472,21478,13
21168,21491,94
21497,21497,42
21521,21521,10
21536,21549,26
21558,21558,9
21582,21584,52
21597,21597,10
21625,21625,10
21653,21656,10
21686,21686,9
21711,21711,16
21737,21737,9
21765,21765,8
21790,21796,15
21822,21822,16
21850,21850,8
21877,21877,39
21907,21916,22
21926,21938,51
21954,21954,21
21984,21984,8
22006,22006,8
22032,22032,23
22049,22055,10
22070,22070,12
22100,22100,24
22134,22134,8
22157,22157,10
22178,22178,10
22198,22215,28
22228,22228,12
22248,22255,13
19776,22268,166
22271,22271,11
22299,22299,11
22324,22324,15
22349,22349,16
22371,22371,14
22391,22391,8
22418,22418,8
22450,22450,21
22480,22480,27
22498,22507,47
22522,22522,8
22552,22562,10
22573,22573,12
22597,22597,28
22615,22625,13
22663,22663,9
22692,22692,14
22635,22706,58
22710,22710,10
22737,22737,10
22760,22760,16
22789,22800,71
22867,22871,24
22891,22895,25
22842,22920,56
22924,22924,13
22961,22961,22
22993,23011,33
23021,23021,12
23047,23056,9
22940,23065,51
23073,23073,8
23104,23104,19
23127,23127,11
23153,23154,11
23174,23174,13
23225,23225,43
23253,23253,13
23270,23281,16
23289,23297,58
23312,23312,8
23334,23334,10
23358,23358,10
23389,23389,19
23413,23413,15
23437,23437,20
23459,23459,9
23484,23484,81
23507,23507,13
23527,23527,18
23562,23562,19
23608,23615,12
23588,23627,61
23633,23633,14
23649,23649,27
23676,23676,22
23701,23701,11
23719,23719,11
23744,23744,8
23779,23781,15
23799,23799,8
23827,23827,10
23853,23853,11
23867,23867,25
23890,23892,9
23913,23913,11
23937,23937,40
23968,23977,31
23996,24008,14
24020,24022,10
24043,24043,8
24061,24061,13
24084,24084,14
24120,24129,9
24101,24138,30
24148,24148,10
24169,24178,18
23200,24196,199
24212,24212,44
24241,24256,21
24261,24277,50
24285,24285,40
24307,24307,11
24335,24336,8
24353,24353,21
24372,24374,11
24395,24395,8
24426,24426,14
24454,24454,10
24476,24476,13
24493,24493,9
24517,24517,25
24546,24546,8
24568,24568,8
24582,24582,8
24606,24606,8
24637,24637,19
24667,24667,9
24701,24701,18
24731,24731,10
24747,24768,31
24767,24799,59
24815,24815,10
24834,24834,15
24854,24854,14
24872,24872,8
24898,24905,13
24792,24918,72
24919,24919,9
24942,24942,27
24968,24969,27
24993,24996,22
25020,25020,8
25070,25083,22
25045,25105,48
25126,25126,17
25150,25150,12
25179,25182,10
25095,25192,87
25202,25202,8
25218,25218,29
25240,25247,8
25256,25256,9
25279,25279,9
25307,25307,9
25336,25336,13
25354,25364,56
25375,25375,15
25406,25406,25
25435,25435,15
25456,25475,19
25479,25479,9
22827,25503,226
25506,25506,10
25529,25529,9
25562,25562,15
25588,25588,16
25610,25610,9
25642,25642,10
25661,25661,8
25690,25690,13
25710,25710,19
25742,25742,9
25762,25762,9
25794,25794,36
25846,25846,8
25872,25872,8
25894,25894,10
25911,25918,24
25820,25942,90
25943,25943,11
25960,25960,29
25984,25989,10
26010,26010,8
26035,26035,11
26054,26054,10
26085,26085,22
26107,26107,18
26133,26133,9
26154,26160,13
20147,26173,236
26178,26178,9
26207,26207,11
26233,26233,22
26256,26256,11
26277,26277,9
26295,26295,28
26322,26323,8
26347,26347,76
26364,26364,10
26385,26385,28
26409,26413,44
26431,26431,12
26456,26469,20
26479,26489,24
26502,26502,8
26522,26522,14
26549,26549,16
26574,26574,15
26603,26614,19
26621,26621,8
26652,26652,11
26697,26697,8
26721,26721,17
26739,26739,8
26768,26768,11
26792,26792,11
26812,26812,12
26839,26839,9
26861,26861,13
26880,26880,14
26894,26894,8
26914,26923,10
26679,26933,188
26937,26937,14
26946,26951,15
26970,26970,8
26998,26998,17
27028,27028,9
27049,27049,9
27080,27080,17
27100,27100,8
27122,27122,12
27135,27135,20
27159,27159,10
27189,27189,10
27221,27221,17
27251,27251,13
27270,27270,8
27300,27308,10
27318,27318,57
27334,27334,16
27358,27358,10
27381,27401,197
27406,27406,16
27436,27436,11
27461,27461,17
27476,27478,22
27517,27517,10
27538,27538,9
27562,27562,26
27588,27588,8
27615,27615,13
27634,27634,10
27682,27682,13
27700,27700,13
27733,27733,9
27755,27755,16
27787,27791,10
27661,27801,120
27815,27815,8
27863,27863,11
27885,27885,11
27905,27905,8
27927,27927,11
27948,27948,11
27974,27981,12
18703,27993,254
28000,28000,13
28017,28017,10
28038,28038,16
28059,28059,18
28086,28086,31
28107,28117,12
28142,28142,11
28165,28165,28
28181,28193,22
28212,28215,34
28241,28249,17
28259,28266,10
28281,28281,8
28298,28298,27
28337,28337,12
28373,28373,12
28399,28399,26
28419,28425,26
28445,28451,16
28460,28467,8
28484,28484,26
28498,28498,8
28528,28528,11
28553,28553,20
28581,28581,39
28629,28629,14
28654,28654,33
28675,28687,52
28694,28694,9
28719,28719,18
28784,28784,8
28806,28806,11
28851,28853,11
28749,28864,84
28879,28879,34
28900,28900,11
28926,28926,15
28947,28947,8
28982,28982,9
28827,29025,88
29032,29032,36
29053,29053,8
29081,29081,27
29100,29108,9
29123,29123,19
29150,29150,49
29178,29178,13
29193,29193,8
29223,29223,13
29250,29250,8
29295,29303,12
29274,29315,37
29318,29318,15
29339,29339,22
29370,29370,18
29395,29395,10
29010,29417,93
29420,29420,11
29448,29448,11
29467,29467,9
29522,29522,12
29498,29553,68
29562,29562,19
29585,29585,23
29614,29614,8
29637,29637,14
29664,29685,32
29692,29692,17
29723,29734,14
29744,29748,35
29763,29763,15
29781,29798,20
29802,29802,12
29828,29830,14
29542,29844,113
29848,29848,9
29875,29875,9
29924,29924,11
29945,29945,17
29994,30003,10
29972,30013,71
30064,30084,41
30092,30125,35
30129,30129,8
30148,30148,8
30174,30176,12
30043,30188,55
30227,30243,19
30251,30251,10
30198,30272,59
30282,30282,11
30305,30305,11
30328,30328,8
30351,30351,8
30021,30369,68
30371,30371,20
30389,30391,10
30419,30419,8
30444,30444,8
30469,30483,46
30519,30529,10
30494,30539,42
30544,30544,13
30568,30568,10
30595,30604,15
29899,30619,99
30628,30628,25
30654,30654,13
30683,30683,10
30694,30694,8
30720,30720,11
30742,30742,9
30766,30766,8
30793,30802,24
30818,30826,15
30841,30841,10
19492,30851,258
30860,30860,8
30882,30882,19
30900,30901,9
30932,30932,13
30961,30961,10
30984,30984,36
31008,31008,10
31039,31039,8
31057,31057,18
31077,31077,8
31136,31136,49
31179,31185,34
31201,31219,24
31231,31243,36
31255,31255,11
31270,31270,15
31160,31305,49
31326,31326,8
31360,31362,18
31297,31380,63
31392,31392,39
31423,31431,8
31448,31448,10
31474,31474,8
31497,31508,11
31518,31519,13
31563,31563,8
31582,31582,22
31601,31604,27
31625,31631,8
31640,31640,9
31660,31660,26
31678,31686,9
31716,31716,14
31741,31741,14
31767,31767,9
31541,31790,142
31792,31792,8
31813,31813,91
31836,31836,9
31871,31871,12
31897,31925,70
31941,31941,40
31966,31966,8
31991,31991,27
32043,32043,8
32077,32078,19
31916,32097,104
32110,32110,8
32139,32139,60
32165,32165,25
32209,32224,15
32232,32239,39
32255,32255,15
32282,32293,35
32310,32310,11
32323,32323,9
32357,32357,37
32385,32394,9
32403,32403,17
32426,32426,24
32456,32456,9
32479,32479,13
32506,32506,8
32186,32535,79
32557,32557,12
32627,32627,24
32651,32651,9
32667,32667,19
32684,32686,8
32728,32728,44
32761,32772,11
32787,32787,10
32807,32807,15
32834,32834,26
32855,32860,19
32876,32879,30
32901,32909,45
32931,32931,9
32952,32963,20
32985,32985,13
33004,33004,9
33052,33052,10
33023,33074,63
33078,33078,8
33115,33115,18
33143,33163,39
33169,33169,10
33187,33187,9
33213,33221,12
33232,33233,22
32527,33255,127
33257,33257,11
33288,33288,9
33307,33307,14
33332,33332,9
33376,33376,8
33428,33433,32
33446,33446,14
33470,33479,16
33394,33495,93
33496,33496,15
33526,33526,19
33548,33548,15
33576,33576,28
33610,33610,12
33636,33636,19
33662,33662,14
33709,33710,8
33351,33718,110
33731,33731,12
33786,33786,12
33812,33812,9
33841,33861,28
33864,33864,11
33895,33900,9
32582,33909,130
33921,33921,12
33956,33956,10
33978,33978,18
34005,34005,10
34035,34035,24
34060,34060,8
34086,34121,39
34133,34160,61
34162,34162,56
34215,34218,9
34187,34227,38
34239,34239,12
34265,34265,8
34296,34296,10
34312,34312,9
34338,34338,16
34364,34379,40
34393,34393,15
34422,34422,8
34112,34442,68
34452,34452,14
34478,34478,13
34506,34506,14
34533,34533,8
34552,34559,21
34577,34580,13
33763,34593,169
34600,34600,20
34631,34631,10
34650,34650,12
34679,34679,14
34705,34705,8
34725,34725,19
34757,34757,11
34785,34785,14
34827,34827,9
34810,34879,68
34884,34884,11
34911,34911,26
34936,34937,26
34989,34989,10
35014,35020,22
35042,35042,15
31111,35057,175
35060,35060,8
35090,35090,9
35113,35113,11
35140,35140,8
35161,35161,21
35188,35188,77
35205,35205,22
35235,35235,10
35249,35249,11
35267,35267,13
35293,35293,12
35319,35333,24
35341,35357,62
35367,35367,44
35395,35411,19
35417,35430,15
35437,35445,17
35463,35463,10
35508,35524,19
35529,35543,30
35553,35553,12
35581,35585,19
35609,35609,10
35629,35629,76
35684,35684,9
35714,35714,10
35743,35743,13
35773,35773,8
35800,35800,8
35838,35839,14
35817,35853,27
35860,35860,16
35883,35883,9
35905,35905,18
35922,35923,10
35483,35933,137
35943,35943,8
35970,35970,10
35990,35990,25
36018,36018,9
36037,36037,8
36062,36062,15
36086,36086,8
36108,36108,10
36120,36120,21
36141,36141,10
36165,36165,14
36188,36208,29
36235,36237,13
36211,36250,27
36261,36261,11
36279,36288,13
36299,36301,35
36327,36336,10
35659,36346,139
36349,36349,13
36375,36375,14
36396,36396,10
36422,36422,35
36440,36440,15
36469,36472,13
36490,36490,51
36512,36512,17
36533,36533,12
36564,36570,35
36583,36583,9
36613,36614,10
36629,36629,16
36648,36648,21
36669,36669,9
36687,36687,13
36707,36707,18
36752,36752,14
36770,36770,14
36793,36793,16
36722,36840,75
36847,36847,8
36875,36875,9
36895,36895,11
32602,36943,175
36955,36955,12
36978,36978,10
36996,36996,18
37018,37018,9
37043,37043,54
37067,37067,14
37092,37092,12
37119,37123,11
37134,37134,10
37158,37158,16
37203,37203,17
37224,37224,14
37250,37250,15
37286,37286,9
37303,37303,11
37348,37350,34
37370,37384,16
37387,37387,11
37327,37411,94
37413,37413,10
37441,37441,16
37471,37471,24
37545,37555,46
37567,37567,16
37595,37595,10
37620,37627,39
37638,37638,11
37521,37677,47
37691,37691,11
37730,37735,65
37744,37744,10
37769,37769,8
37785,37785,10
37807,37807,8
37493,37836,75
37839,37839,13
37889,37889,26
37907,37915,14
37925,37929,14
37944,37944,9
37971,37987,66
37995,37995,8
38019,38019,10
38043,38043,27
38069,38070,14
38088,38088,11
38111,38111,9
37858,38132,75
38134,38134,23
38160,38160,18
38207,38207,11
38237,38237,11
38258,38270,12
38179,38282,75
38286,38286,26
38305,38312,13
38327,38327,9
38359,38359,8
38390,38390,8
38414,38421,10
37669,38431,97
38444,38444,15
38461,38461,17
38484,38484,10
38509,38509,8
38569,38578,9
38537,38587,47
38595,38595,21
38615,38616,12
38641,38641,8
38669,38675,54
38683,38683,38
38717,38721,14
38741,38741,9
38768,38768,20
38799,38799,8
37267,38818,108
38825,38825,28
38850,38853,11
38869,38869,8
38896,38896,28
38925,38925,12
38945,38945,18
38975,38975,12
39007,39007,8
39029,39029,8
39059,39059,18
37180,39077,134
39080,39080,11
39100,39100,11
39122,39122,11
39157,39157,8
39180,39180,11
39207,39207,9
39230,39230,9
39252,39252,8
39272,39289,18
39291,39307,68
39317,39317,16
39347,39347,19
39404,39410,14
39377,39424,60
39439,39439,8
39466,39466,11
39490,39503,29
39523,39532,36
39549,39568,35
39582,39582,12
39600,39615,16
39626,39631,8
33684,39639,206
39643,39643,38
39677,39681,39
39704,39720,43
39731,39731,9
39760,39772,16
39794,39794,9
39813,39813,9
39838,39838,19
39864,39864,20
39889,39889,58
39935,39935,8
39959,39959,9
39977,39977,59
39997,39997,10
40029,40046,17
40055,40063,18
40073,40081,27
40093,40093,9
40116,40117,10
40136,40136,17
40162,40162,26
40176,40188,14
40200,40202,31
40229,40233,9
40263,40263,8
40295,40295,9
40326,40326,9
40386,40395,9
40352,40404,49
40409,40409,8
40446,40446,12
40466,40473,28
40494,40501,28
40521,40529,16
39911,40545,163
40548,40548,8
40599,40599,8
40627,40627,13
40649,40649,9
40678,40678,26
40695,40704,9
40716,40716,10
40739,40739,24
40767,40767,11
40787,40787,18
40841,40844,22
40865,40866,9
40811,40875,48
40886,40886,8
40916,40916,9
40936,40940,12
40575,40952,154
40954,40954,9
40975,40975,53
40994,40994,11
41034,41039,9
41011,41048,28
41068,41076,9
41081,41085,10
41101,41101,13
41134,41134,9
41159,41159,13
41186,41186,27
41200,41213,22
41221,41221,9
41241,41244,40
41265,41265,15
41287,41287,10
41309,41309,8
41332,41332,26
41356,41358,8
41372,41372,47
41384,41384,27
41400,41400,10
41422,41422,13
41450,41450,8
41475,41477,8
41495,41495,8
41514,41514,16
41535,41535,12
41558,41558,13
41581,41597,18
41607,41615,151
41625,41625,9
41647,41647,26
41660,41660,12
41677,41685,10
41693,41695,24
41714,41719,109
41743,41743,8
41763,41763,10
41790,41790,15
41818,41818,10
41838,41838,18
41854,41856,9
41877,41877,8
41899,41906,19
41923,41925,26
41955,41955,20
41979,41979,9
42008,42008,11
42025,42025,38
42054,42063,13
42077,42077,81
42102,42102,11
42133,42133,8
42156,42156,20
42179,42179,12
42200,42209,61
42242,42242,9
42281,42281,13
42316,42316,59
42339,42339,18
42365,42365,11
42380,42380,22
42398,42402,9
42419,42419,11
42444,42446,20
42469,42469,24
42493,42493,28
42544,42544,11
42574,42574,8
42593,42593,10
42224,42616,131
42618,42618,16
42639,42639,8
42662,42662,15
42679,42679,28
42707,42707,8
42726,42726,9
42747,42747,10
42781,42781,15
