arrival_rate,bp_parameter,FCFS_Avg_Flow_Time,SRPT_Avg_Flow_Time,FCFS_L2_Norm,SRPT_L2_Norm,Dynamic_Chosen_Algo,Dynamic_Avg_Flow_Time,Dynamic_L2_Norm,Dynamic_L2_Norm_vs_FCFS,Dynamic_L2_Norm_vs_SRPT
34,"{'L': 4.073, 'H': 262144}",188.91142098873993,57.211207442758656,6230.3946786785245,3938.0178930964303,0.0,57.211207442758656,3938.0178930964303,0.6320655586351537,1.0
34,"{'L': 4.639, 'H': 32768}",1285.735804099524,63.02875556618659,42447.561564546486,10762.947503715242,0.0,63.02875556618659,10762.947503715242,0.25355867585818614,1.0
34,"{'L': 5.649, 'H': 4096}",44.8817921491688,20.80867805341529,1871.3435431154307,1203.9456346415766,0.0,20.80867805341529,1203.9456346415766,0.6433589594336251,1.0
34,"{'L': 7.918, 'H': 512}",420.7409750571725,40.678240862144506,17687.499737240993,5141.847437752082,0.0,40.678240862144506,5141.847437752082,0.290705159809893,1.0
34,"{'L': 16.772, 'H': 64}",106.92450234169239,80.81332738713675,2873.3928659949142,3571.954590096294,0.0,93.86891486441456,3222.673728045604,1.1215569462095645,0.9022157607996708
36,"{'L': 4.073, 'H': 262144}",113.91301929667699,44.12053458021568,3719.1185392027182,2980.9291681606624,0.0,44.12053458021568,2980.9291681606624,0.8015149656401368,1.0
36,"{'L': 4.639, 'H': 32768}",84.51844582432794,31.275255365846238,3531.4350780785944,2159.9504280409574,0.0,31.275255365846238,2159.9504280409574,0.6116353211330043,1.0
36,"{'L': 5.649, 'H': 4096}",69.82221787441767,24.502923099354614,2996.209466254648,1811.8311638516761,0.0,24.502923099354614,1811.8311638516761,0.6047077763613502,1.0
36,"{'L': 7.918, 'H': 512}",5715.073163605317,66.674203255478,162284.3890088741,17328.876930544935,0.0,66.674203255478,17328.876930544935,0.10678092351567685,1.0
36,"{'L': 16.772, 'H': 64}",80.8821874105536,64.6149329747181,2153.5449307638387,2410.1809246983275,0.0,72.74856019263585,2281.862927731083,1.059584545989357,0.9467600147141213
38,"{'L': 4.073, 'H': 262144}",241.91854508687473,65.59177375513964,7750.790650895217,4751.369111933769,0.0,65.59177375513964,4751.369111933769,0.6130173457058843,1.0
38,"{'L': 4.639, 'H': 32768}",155.25634981631444,35.4646646561684,6605.129530442205,3230.8524286002903,0.0,35.4646646561684,3230.8524286002903,0.48914293258136743,1.0
38,"{'L': 5.649, 'H': 4096}",202.31538496761104,28.69284303189183,9970.100237901672,3036.56816866615,0.0,28.69284303189183,3036.56816866615,0.3045674663452764,1.0
38,"{'L': 7.918, 'H': 512}",899.4090339235086,46.66451471384996,33426.74235222544,6988.024321029403,0.0,46.66451471384996,6988.024321029403,0.20905490123431558,1.0
38,"{'L': 16.772, 'H': 64}",122.40575033443366,88.64403963623833,3486.355653999207,4252.890775946359,0.0,105.524894985336,3869.623214972783,1.1099335807963049,0.9098806949989702
40,"{'L': 4.073, 'H': 262144}",95.19620528696838,39.78561216614986,3196.859886760359,2135.209921760068,0.0,39.78561216614986,2135.209921760068,0.6679085094104177,1.0
40,"{'L': 4.639, 'H': 32768}",182.94071429057973,43.82295880083239,7898.658255937056,3575.4827097359425,0.0,43.82295880083239,3575.4827097359425,0.4526696299397961,1.0
40,"{'L': 5.649, 'H': 4096}",195.53414454332489,29.979833817279296,9217.935906265426,3197.7412178655172,0.0,29.979833817279296,3197.7412178655172,0.34690425821815646,1.0
40,"{'L': 7.918, 'H': 512}",89.67167918712718,27.34592220669998,3863.989341366395,2003.0344827985743,0.0,27.34592220669998,2003.0344827985743,0.5183850952576012,1.0
40,"{'L': 16.772, 'H': 64}",82.58605821504001,65.37749628549251,2352.344046606493,2700.319194848199,0.0,73.98177725026626,2526.331620727346,1.0739634894699388,0.9355677749309064
