batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
41,2583.9952,28048.0068,39881.1252,2579.1588,46656.0383,95241.8786,1216623.4149,76267.8457
42,29794.1803,26754.5596,41006.4460,29787.8305,49949.7290,108663.9244,1247087.0690,81446.5124
43,29843.3281,28430.3596,54380.0501,29804.7503,54877.8586,138358.5855,1276972.4390,102672.4561
44,32506.0923,30677.6415,70583.6878,32181.9339,56322.9785,123012.4914,1306090.4685,93346.0820
45,42837.7311,30896.8707,64138.5641,42763.9981,61113.0610,125849.7654,1338186.4724,91713.3126
46,23625.4462,32480.0185,44746.0111,23630.8132,59048.7607,92166.1670,1368425.0509,56582.0229
47,22919.0804,34959.4620,48901.5460,22558.9707,70956.2810,98442.3207,1396755.5862,66694.8400
48,18371.6750,38019.4803,29184.6460,18403.5270,67863.6653,75600.3631,1425539.5187,40583.2229
49,10204.2706,37951.0100,14400.5303,10164.0378,64216.1513,58368.3983,1455011.7704,32298.5173
50,7160.0110,39566.2383,13108.3107,7130.8772,61327.0734,53117.4568,1482643.4902,25910.0272
51,18222.0608,40841.0137,19027.3721,16739.4209,33407.3772,33220.4315,1511080.9877,42576.7741
52,16149.8826,47895.5491,16213.9620,14974.9719,26942.6851,26149.6636,1537093.7646,23426.8997
53,3990.9808,45914.5458,3993.6885,3742.9606,9868.3234,10535.8410,1566154.8459,8133.3079
54,621.3638,30032.6932,621.4596,3306.3011,4788.6615,961.9725,1597687.4335,901.9257
55,1287.0668,22110.5559,1287.0668,4949.3117,4056.7680,3216.6814,1625480.5033,2547.9609
56,1758.6853,9881.1750,1758.6853,7861.3248,2814.3429,1507.4372,1657641.4932,2105.1941
57,62617.5762,91561.2040,62467.7121,87092.2696,62897.9755,62772.8609,1688451.1333,62915.9457
58,6632.5485,101570.9568,6632.5485,89630.9294,21970.9317,24951.2778,1718919.6169,32676.5022
59,1318.1358,107137.0292,1318.1358,44984.8021,4261.4279,1137.0721,1750103.6600,1140.4236
60,5640.1173,99878.7862,5640.1173,41499.2588,19591.5856,24007.2823,1780632.0895,13386.1756
61,27219.7046,131921.8312,27194.7080,42279.1525,44415.4972,47546.3005,1808194.6854,40323.7114
62,2583.0935,140196.5330,2583.0935,5990.7637,10043.2092,2845.1647,1835731.9934,1419.4097
63,1932.4570,134606.0702,1932.4570,7603.5246,17970.4549,18838.4979,1864551.6280,2323.4225
64,804.4924,120438.0621,804.4924,3682.2982,5560.1987,846.5087,1894994.9542,868.1187
65,7107.9670,121454.7203,7107.9670,18709.1309,24844.5703,14669.9376,1922662.4282,12884.6147
66,1879.1320,128085.5107,1879.1320,2696.2689,13725.1601,3117.8363,1955022.1982,2529.0405
67,3715.5162,118792.1109,3710.6328,7342.8329,10886.7303,3987.2823,1986853.0770,3939.0990
68,1791.3732,116146.1129,1791.4000,3058.1212,10138.5109,2225.3943,2017090.4394,1888.3212
69,227.0044,99391.7056,227.0044,8275.4549,1852.4546,267.8115,2050459.0008,261.4498
70,986.9022,85729.2905,991.1276,9170.7152,3457.8255,1266.0036,2078171.1198,1578.7172
71,1080.2703,76117.5528,1080.2703,2819.3526,4153.0645,1487.0047,2108544.0298,1505.4255
72,679.7551,65975.8737,679.7551,10768.7180,2590.7372,788.9531,2139408.9572,802.7484
73,2533.7324,52539.1354,2533.7324,35207.8267,6230.4180,2557.0307,2170377.6021,2589.2236
74,613.4281,46821.9555,613.4281,30102.0037,2867.7842,748.4638,2203064.5850,757.0931
75,889.2148,28827.6289,889.2148,5346.1453,2158.7165,1198.6618,2237251.8340,1231.1864
76,588.1063,16825.9059,588.1063,3792.5226,1190.4701,649.0023,2267871.1730,623.0770
77,976.9350,2083.3838,1032.6505,1222.2058,1170.7024,1097.1221,2303108.2339,1051.2359
78,658.9416,696.4338,658.9416,692.2608,756.0899,1205.2141,2330151.9559,1244.5578
79,996.7417,1799.6569,996.7417,1547.2592,1117.8354,1140.1123,2359253.0709,1198.8820
80,110710.3209,372366.5143,110710.3209,57666.9266,110791.4832,110864.7609,2388736.0700,107770.8672
81,3100.3800,538754.2261,3100.3800,3382.1607,6497.7484,5085.9695,2415108.0021,4222.9747
82,336.2484,524784.0817,336.2484,543365.3775,1334.7490,387.7357,2446802.9070,396.2323
83,814.3672,507566.6392,814.3672,564816.0473,1621.5036,912.6440,2482251.1642,950.7607
84,601.4516,491885.4092,601.4516,524525.4821,1375.9557,739.7135,2517173.4660,837.0675
85,4219.1065,489510.8242,4219.1065,488164.1444,12473.6700,4232.1901,2549183.1696,4229.2230
86,622.2821,482453.8570,622.2821,462719.2097,2456.9479,839.7964,2575097.7923,858.0163
87,42042.7761,541835.7447,42042.7761,449917.8098,56323.9325,52769.2607,2604208.6713,89567.7580
88,2497.2459,599683.4662,2497.2459,416682.6672,9059.2682,4074.6338,2635782.5476,3220.8707
89,436.4860,587493.4578,436.4860,372599.6133,2894.8696,648.7449,2666966.8624,630.8526
90,389.4560,573324.3067,389.4560,344238.8968,1937.2617,459.0131,2695511.3881,453.6992
91,6601.4408,579535.4264,6595.1174,329175.1598,21445.3175,10617.7589,2724924.8195,8204.3899
92,442.1391,575925.4806,442.1391,287230.2133,2326.7000,466.0869,2757375.9215,574.3614
93,1510.4350,563534.9558,1510.5145,272914.0861,6140.7235,1533.0437,2787833.1108,1523.0985
94,237.2678,554507.1769,237.2678,231593.3686,2021.4401,274.7854,2815518.0892,288.8408
95,826.2233,542295.2862,826.2233,205134.9842,4631.4796,964.7777,2845884.3523,1045.1832
96,673.4723,530364.4158,673.4723,174008.8803,3183.1728,725.6721,2876771.0831,709.6076
97,302.7656,513865.9403,302.7656,149349.9235,1535.6575,388.1379,2909115.4426,436.0929
98,2254.2529,501778.9616,2254.2529,127363.0842,7746.7489,3552.0173,2937535.3710,3549.9299
99,2138.8399,498230.8064,2138.8399,98052.5238,5952.6918,2220.0198,2971008.8843,1956.9116
100,670.3290,483513.4092,670.3290,80139.9601,2809.6395,752.4905,3003146.4038,726.6154
